id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2702503911,710,1,2,67,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.2,42.2,2024-07-21T15:30:57.201Z,2024-07-21T15:31:02Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5112835957,140,78.2,5112835951,155,,5112835953,152,,5112835949,5,,5112835955,56,Center,5112835965,1,,5112835959,141,69.4,5112835961,212,44.0,5112835963,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702503919,711,1,2,67,52,aqtkb4mgrz8c6iqfufj6qjbv9,0,79.2,68.5,2024-07-21T15:31:02.435Z,2024-07-23T17:04:49Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5112835999,141,86.5,5112835993,168,,5112836003,213,0.63,5112836001,212,20.9,5112835991,3,,5112835997,140,95.3,5112835995,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702503921,712,43,2,67,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-07-21T15:31:04.873Z,2024-07-21T15:31:12Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5112836007,346,0,5112836245,144,5,5112836005,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702503925,601,4,2,67,56,b2vft81kyjurzbmekvgrqwr64,1,7.3,16.9,2024-07-21T15:31:05.896Z,2024-07-21T15:31:11Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5112836059,285,,5112836051,13,,5112836057,152,,5112836053,295,,5112836055,56,Back,5112836207,233,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702503945,713,4,2,67,56,aqtkb4mgrz8c6iqfufj6qjbv9,0,92.7,83.1,2024-07-21T15:31:05.897Z,2024-07-21T15:31:12Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5112836187,295,,5112836193,286,,5112836247,233,601,5112836191,152,,5112836185,13,,5112836189,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504031,602,1,2,68,14,b2vft81kyjurzbmekvgrqwr64,0,5.8,17.6,2024-07-21T15:31:24.296Z,2024-07-21T15:31:39Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,,5112836615,152,,5112836613,157,,5112836611,5,,5112836617,56,Center,5112836623,212,62.9,5112836627,1,,5112836621,141,38.0,5112836619,140,64.2,5112836625,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504051,714,44,2,68,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.6,62.4,2024-07-21T15:31:28.649Z,2024-07-21T15:31:31Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5112836823,233,603,5112836771,285,,5112836769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504059,603,44,2,68,19,b2vft81kyjurzbmekvgrqwr64,0,67.4,37.6,2024-07-21T15:31:28.650Z,2024-07-21T15:31:31Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5112836813,56,Center,5112836815,286,,5112836855,233,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504055,715,1,2,68,19,aqtkb4mgrz8c6iqfufj6qjbv9,0,30.8,62.3,2024-07-21T15:31:29.102Z,2024-07-21T15:31:29Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5112836789,56,Back,5112836793,141,64.3,5112836791,140,40.6,5112836797,213,0.13,5112836795,212,10.4,5112836787,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504093,604,1,2,68,22,b2vft81kyjurzbmekvgrqwr64,1,61.2,36.1,2024-07-21T15:31:31.992Z,2024-07-23T17:06:26Z,k3qdvvg6cmatp55ivsa9714a,C. Hørby,,,5112836967,56,Center,5112836975,213,1.99,5112836971,141,47.9,5112836973,212,8.8,5112836969,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504099,605,1,2,68,24,b2vft81kyjurzbmekvgrqwr64,0,57.8,48.1,2024-07-21T15:31:33.640Z,2024-07-23T17:06:28Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5112837015,212,35.6,5112837017,213,5.00,5112837011,140,67.5,5112837013,141,0.0,5112837019,1,,5112837009,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504103,606,5,2,68,24,b2vft81kyjurzbmekvgrqwr64,0,70.0,-1.4,2024-07-21T15:31:34.387Z,2024-07-21T15:31:41Z,k3qdvvg6cmatp55ivsa9714a,C. Hørby,,,5112837033,56,Right,5112837035,347,,5112837269,233,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504139,716,5,2,68,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.0,101.4,2024-07-21T15:31:34.387Z,2024-07-21T16:00:57Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5112837265,233,606,5112837259,56,Back,5112837261,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504181,717,1,2,68,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.2,100.0,2024-07-21T15:31:44.699Z,2024-07-21T15:31:49Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112837521,212,25.4,5112837519,141,93.6,5112837523,213,6.08,5112837525,1,,5112837515,56,Left,5112837517,140,54.9,5112837513,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504183,718,61,2,68,39,aqtkb4mgrz8c6iqfufj6qjbv9,0,54.9,93.0,2024-07-21T15:31:48.964Z,2024-07-21T15:31:49Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5112837529,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504203,607,1,2,68,41,b2vft81kyjurzbmekvgrqwr64,1,46.2,29.2,2024-07-21T15:31:50.519Z,2024-07-21T15:31:57Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5112837651,213,4.94,5112837649,212,5.2,5112837643,56,Back,5112837647,141,21.8,5112837645,140,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504211,609,1,2,68,43,b2vft81kyjurzbmekvgrqwr64,1,50.3,19.3,2024-07-21T15:31:52.487Z,2024-07-21T15:31:53Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5112837677,141,9.4,5112837681,213,5.48,5112837673,56,Right,5112837675,140,56.5,5112837679,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504217,610,1,2,68,44,b2vft81kyjurzbmekvgrqwr64,0,56.5,9.4,2024-07-21T15:31:53.735Z,2024-07-21T15:31:54Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5112837721,141,7.9,5112837719,140,60.8,5112837723,212,4.6,5112837717,56,Right,5112837725,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504225,719,61,2,68,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.6,97.2,2024-07-21T15:31:55.103Z,2024-07-21T15:31:55Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112837765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504235,611,5,2,68,46,b2vft81kyjurzbmekvgrqwr64,1,59.6,-0.6000000000000001,2024-07-21T15:31:55.711Z,2024-07-21T16:00:23Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5112837815,347,,5112837813,56,Right,5112837841,233,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504231,720,5,2,68,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,40.4,100.6,2024-07-21T15:31:55.711Z,2024-07-21T16:00:57Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112837807,56,Back,5112837847,233,611,5112837809,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504305,612,1,2,69,0,b2vft81kyjurzbmekvgrqwr64,0,61.1,0.0,2024-07-21T15:32:09.959Z,2024-07-21T15:32:13Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5112838229,56,Right,5112838235,212,33.9,5112838237,213,0.10,5112838231,140,93.2,5112838233,141,3.6,5112838239,1,,5112838227,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504319,721,12,2,69,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,9.0,94.7,2024-07-21T15:32:13.740Z,2024-07-21T16:00:26Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5112838323,212,4.6,5112838321,141,100.0,5112838319,140,8.7,5112838325,213,1.64,5112838361,167,,5112838317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504313,613,5,2,69,5,b2vft81kyjurzbmekvgrqwr64,1,92.0,-1.5,2024-07-21T15:32:14.959Z,2024-07-21T16:00:25Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5112838287,56,Right,5112838289,347,,5112838369,233,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504327,722,5,2,69,5,aqtkb4mgrz8c6iqfufj6qjbv9,0,8.0,101.5,2024-07-21T15:32:14.959Z,2024-07-21T16:00:57Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5112838353,56,Back,5112838377,233,613,5112838355,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504541,614,1,2,69,35,b2vft81kyjurzbmekvgrqwr64,0,90.8,0.0,2024-07-21T15:32:45.383Z,2024-07-21T15:32:50Z,1xcf8y3egy8j0g2c6xkcx6o6h,F. Mortensen,,,5112839599,212,19.1,5112839593,56,Center,5112839601,213,1.60,5112839597,141,26.9,5112839591,107,,5112839595,140,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504537,723,44,2,69,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,7.3,67.2,2024-07-21T15:32:48.863Z,2024-07-21T15:32:51Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,,5112839585,285,,5112839583,56,Back,5112839695,233,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504545,615,44,2,69,39,b2vft81kyjurzbmekvgrqwr64,0,92.7,32.8,2024-07-21T15:32:48.864Z,2024-07-21T15:33:50Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5112839701,233,723,5112839611,286,,5112839609,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504547,724,12,2,69,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,4.8,61.4,2024-07-21T15:32:49.613Z,2024-07-21T15:32:50Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,,5112839617,140,7.1,5112839623,213,0.89,5112839675,15,,5112839621,212,3.8,5112839615,56,Back,5112839619,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504979,626,61,2,69,40,b2vft81kyjurzbmekvgrqwr64,1,91.5,39.4,2024-07-21T15:32:50.067Z,2024-07-21T15:33:48Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5112841957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504559,725,44,2,69,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,23.2,59.9,2024-07-21T15:32:51.316Z,2024-07-21T15:32:52Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5112839707,56,Back,5112839709,285,,5112839739,233,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504565,616,44,2,69,41,b2vft81kyjurzbmekvgrqwr64,0,76.8,40.1,2024-07-21T15:32:51.317Z,2024-07-21T15:32:53Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5112839723,56,Center,5112839725,286,,5112839743,233,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504567,726,12,2,69,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,21.6,58.8,2024-07-21T15:32:51.738Z,2024-07-21T15:32:52Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5112839737,15,,5112839731,141,47.5,5112839733,212,11.0,5112839735,213,5.51,5112839729,140,29.1,5112839727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504577,728,3,2,69,44,aqtkb4mgrz8c6iqfufj6qjbv9,0,31.2,41.8,2024-07-21T15:32:53.940Z,2024-07-23T17:08:49Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5115378257,465,,5112839779,56,Back,5112839929,285,,5112839925,233,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504587,617,7,2,69,44,b2vft81kyjurzbmekvgrqwr64,1,68.8,58.2,2024-07-21T15:32:53.941Z,2024-07-23T17:08:52Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5112839903,233,728,5112839847,286,,5115378311,383,,5112839845,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504611,619,1,2,69,47,b2vft81kyjurzbmekvgrqwr64,0,83.6,76.9,2024-07-21T15:32:57.063Z,2024-07-23T17:09:03Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5115378385,224,,5112840005,212,20.6,5112839995,2,,5112840007,213,5.08,5115378387,72,,5112840001,140,90.7,5112839997,155,,5112840003,141,48.6,5112839999,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504629,729,12,2,69,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,9.2,47.5,2024-07-21T15:32:58.674Z,2024-07-21T15:33:00Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5112840093,56,Back,5112840097,141,38.2,5112840103,15,,5112840101,213,5.42,5112840099,212,8.4,5112840095,140,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504675,620,61,2,69,54,b2vft81kyjurzbmekvgrqwr64,0,86.7,63.0,2024-07-21T15:33:04.215Z,2024-07-21T15:33:14Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5112840303,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504659,730,61,2,69,54,aqtkb4mgrz8c6iqfufj6qjbv9,0,10.0,32.7,2024-07-21T15:33:04.219Z,2024-07-21T15:33:04Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5112840201,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504749,621,6,2,69,55,b2vft81kyjurzbmekvgrqwr64,1,89.8,65.4,2024-07-21T15:33:05.188Z,2024-07-21T16:01:03Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5112840767,73,,5112840911,233,731,5112840765,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504667,731,6,2,69,55,aqtkb4mgrz8c6iqfufj6qjbv9,0,10.2,34.6,2024-07-21T15:33:05.188Z,2024-07-23T17:10:04Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5112840915,233,621,5112840275,73,,5112840273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504873,622,1,2,70,19,b2vft81kyjurzbmekvgrqwr64,1,99.5,99.5,2024-07-21T15:33:28.536Z,2024-07-23T17:10:07Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,1.0,5112841749,154,,5112841397,155,,5112841411,1,,5112841393,2,,5112841401,56,Center,5112841407,212,38.0,5112841403,140,91.8,5115378771,20,,5112841409,213,4.50,5112841399,223,,5112841405,141,44.9,5112841395,6,,5112841747,210,,,,,,,,,,,,,,,13,,,,,,,,,
2702504883,623,44,2,70,21,b2vft81kyjurzbmekvgrqwr64,1,92.2,42.3,2024-07-21T15:33:31.287Z,2024-07-21T15:33:33Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5112841445,56,Center,5112841447,286,,5112841505,233,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504879,732,44,2,70,21,aqtkb4mgrz8c6iqfufj6qjbv9,0,7.8,57.7,2024-07-21T15:33:31.288Z,2024-07-21T15:33:33Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5112841509,233,623,5112841433,285,,5112841431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504893,624,13,2,70,22,b2vft81kyjurzbmekvgrqwr64,1,91.3,44.9,2024-07-21T15:33:31.783Z,2024-07-23T17:10:26Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5112841751,84,,5112841757,55,622,5112841753,29,,5112841611,15,,5112841487,17,,5112841761,102,42.4,5112841767,231,50.2,5112841763,103,22.2,5112841615,328,,5112841755,154,,5112841765,230,99.0,5112841489,56,Center,5112841609,25,,,,,,,,,,,,,,,,,,,,,,,,
2702504901,625,5,2,70,23,b2vft81kyjurzbmekvgrqwr64,0,101.1,40.2,2024-07-21T15:33:32.775Z,2024-07-21T15:33:34Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5112841519,346,,5112841517,56,Center,5112841547,233,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702504897,733,5,2,70,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,-1.1,59.8,2024-07-21T15:33:32.775Z,2024-07-21T16:00:58Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5112841541,233,625,5112841503,346,,5112841501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702505111,734,1,2,70,53,aqtkb4mgrz8c6iqfufj6qjbv9,0,3.7,52.5,2024-07-21T15:34:02.977Z,2024-07-21T15:34:09Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5112842825,213,0.19,5112842999,189,,5112842827,1,,5112842821,141,71.4,5112842819,140,68.7,5112842823,212,69.4,5112842817,56,Center,5112842829,74,,5112842815,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702505115,627,1,2,70,56,b2vft81kyjurzbmekvgrqwr64,0,35.3,23.0,2024-07-21T15:34:05.911Z,2024-07-21T15:34:06Z,1xcf8y3egy8j0g2c6xkcx6o6h,F. Mortensen,,,5112842849,3,,5112842855,141,0.0,5112842857,212,17.2,5112842851,56,Back,5112842853,140,41.1,5112842859,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702505121,628,5,2,70,57,b2vft81kyjurzbmekvgrqwr64,0,42.7,-1.0,2024-07-21T15:34:06.491Z,2024-07-21T15:34:08Z,1xcf8y3egy8j0g2c6xkcx6o6h,F. Mortensen,,,5112842961,233,735,5112842893,347,,5112842891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702505123,735,5,2,70,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.3,101.0,2024-07-21T15:34:06.491Z,2024-07-21T16:00:58Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5112842901,347,,5112842899,56,Left,5112842941,233,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702505217,736,1,2,71,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.8,100.0,2024-07-21T15:34:15.234Z,2024-07-21T15:34:21Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112843573,107,,5112843583,213,5.29,5112843581,212,9.9,5112843577,140,60.9,5112843575,56,Left,5112843579,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702505255,737,61,2,71,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,83.4,86.9,2024-07-21T15:34:21.359Z,2024-07-21T15:34:28Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,,5112843759,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702505265,738,1,2,71,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,96.1,95.7,2024-07-21T15:34:24.921Z,2024-07-21T15:34:26Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5112843795,141,95.4,5112843787,56,Left,5112843801,212,10.7,5112843791,140,85.9,5112843803,213,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702505273,739,61,2,71,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,87.0,91.6,2024-07-21T15:34:26.233Z,2024-07-23T17:11:32Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,,5112843833,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702505325,629,43,2,71,16,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-07-21T15:34:26.234Z,2024-07-23T17:11:33Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5115379407,144,7,5112844155,285,0,5112844225,233,739,5112844153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702955521,962,3,2,71,17,aqtkb4mgrz8c6iqfufj6qjbv9,0,89.2,86.7,2024-07-21T15:34:26.494Z,2024-07-23T18:28:55Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,,5115379847,56,Left,5115379851,286,,5115379931,233,844,5115379853,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702955523,844,7,2,71,17,b2vft81kyjurzbmekvgrqwr64,0,10.8,13.3,2024-07-21T15:34:26.495Z,2024-07-23T18:28:54Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5115409047,233,962,5115379951,385,,5115379859,285,,5115379855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702505353,631,1,2,71,23,b2vft81kyjurzbmekvgrqwr64,0,15.5,12.3,2024-07-21T15:34:32.879Z,2024-07-21T16:02:47Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5112844349,1,,5112844339,56,Center,5112844345,212,56.8,5112844337,157,,5112844347,213,0.12,5112844341,140,69.2,5112844343,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702505347,740,1,2,71,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.7,64.2,2024-07-21T15:34:33.670Z,2024-07-21T15:34:35Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5112844283,141,52.1,5112844287,213,3.38,5112844281,140,11.9,5112844279,56,Back,5112844285,212,34.4,5112844289,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702505427,742,1,2,71,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,11.0,52.4,2024-07-21T15:34:36.966Z,2024-07-21T15:34:44Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5112844815,140,18.7,5112844821,213,1.25,5112844819,212,25.7,5112844813,56,Back,5112844817,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702505449,743,1,2,71,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.6,80.0,2024-07-21T15:34:44.653Z,2024-07-21T15:34:48Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5112844935,213,4.55,5112844929,140,24.3,5112844933,212,28.2,5112844931,141,39.1,5112844927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702505473,744,1,2,71,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,24.2,34.2,2024-07-21T15:34:48.230Z,2024-07-21T15:34:51Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5112845055,56,Back,5112845059,141,9.2,5112845061,212,17.1,5112845063,213,4.84,5112845057,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702505499,745,1,2,71,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.7,4.9,2024-07-21T15:34:51.824Z,2024-07-21T15:34:56Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5112845225,212,36.7,5112845221,140,14.5,5112845227,213,1.90,5112845219,56,Back,5112845223,141,56.1,5112845231,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
