id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2711530201,709,3,2,82,5,6wwwud48qahpwrfxs20334qk5,0,73.2,34.2,2024-08-21T18:11:01.027Z,2024-08-21T18:11:05Z,91xtn2wlot8g8ue89zn4iiyqy,E. Dall,,,5162830191,56,Center,5162830257,233,855,5162830193,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530209,855,7,2,82,5,dbl7ir1qugqz8nvp1vzn8im50,0,26.8,65.8,2024-08-21T18:11:01.028Z,2024-08-21T18:11:06Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5162830231,285,,5162830239,233,709,5162830229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530205,710,61,2,82,6,6wwwud48qahpwrfxs20334qk5,1,76.3,30.7,2024-08-21T18:11:02.044Z,2024-08-21T18:11:02Z,91xtn2wlot8g8ue89zn4iiyqy,E. Dall,,,5162830207,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530233,857,1,2,82,7,dbl7ir1qugqz8nvp1vzn8im50,1,32.7,60.9,2024-08-21T18:11:03.933Z,2024-08-21T18:11:06Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5162830353,56,Back,5162830361,213,5.70,5162830355,140,46.0,5162830357,141,47.3,5162830359,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530251,858,1,2,82,8,dbl7ir1qugqz8nvp1vzn8im50,1,46.0,47.3,2024-08-21T18:11:04.861Z,2024-08-21T18:11:13Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162830453,141,86.5,5162830451,140,60.1,5162830455,212,30.5,5162830449,56,Left,5162830457,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530289,859,1,2,82,17,dbl7ir1qugqz8nvp1vzn8im50,1,69.1,69.3,2024-08-21T18:11:13.356Z,2024-08-21T18:11:19Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5162830655,56,Center,5162830659,141,31.2,5162830657,140,77.2,5162830661,212,27.3,5162830663,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530293,860,1,2,82,21,dbl7ir1qugqz8nvp1vzn8im50,0,78.5,26.7,2024-08-21T18:11:17.197Z,2024-08-21T18:31:52Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5162830687,155,,5162830697,213,1.04,5162830693,141,62.7,5162830695,212,28.4,5162830691,140,92.2,5162830689,56,Center,5162830685,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530287,711,12,2,82,22,6wwwud48qahpwrfxs20334qk5,1,9.3,46.2,2024-08-21T18:11:18.724Z,2024-08-21T18:11:31Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162830667,15,,5162830651,212,25.2,5162830653,213,4.75,5162830645,56,Back,5162830649,141,9.2,5162830647,140,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530299,712,43,2,82,27,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-08-21T18:11:23.470Z,2024-08-21T18:11:28Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162830733,347,0,5162830799,144,5,5162830731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530325,713,1,2,82,29,6wwwud48qahpwrfxs20334qk5,1,15.6,5.3,2024-08-21T18:11:25.907Z,2024-08-21T18:11:30Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5162830853,141,28.0,5162830851,140,9.1,5162830855,212,16.9,5162830849,56,Back,5162830857,213,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530339,714,1,2,82,36,6wwwud48qahpwrfxs20334qk5,1,9.7,30.3,2024-08-21T18:11:32.051Z,2024-08-21T18:11:34Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162830933,56,Back,5162830935,140,4.8,5162830941,213,1.94,5162830937,141,49.9,5162830939,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530343,715,1,2,82,38,6wwwud48qahpwrfxs20334qk5,1,6.0,52.5,2024-08-21T18:11:34.259Z,2024-08-21T18:11:36Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5162830997,141,70.9,5162830995,140,10.7,5162830999,212,13.5,5162831001,213,1.20,5162830993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530363,716,1,2,82,40,6wwwud48qahpwrfxs20334qk5,1,12.9,71.5,2024-08-21T18:11:36.498Z,2024-08-21T18:11:40Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5162831135,140,9.5,5162831137,141,52.1,5162831141,213,4.45,5162831139,212,13.7,5162831133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530379,717,1,2,82,43,6wwwud48qahpwrfxs20334qk5,1,11.5,53.7,2024-08-21T18:11:39.819Z,2024-08-21T18:11:43Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5162831205,56,Back,5162831209,141,79.1,5162831213,213,0.92,5162831211,212,21.8,5162831207,140,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530389,718,1,2,82,47,6wwwud48qahpwrfxs20334qk5,0,23.1,79.3,2024-08-21T18:11:43.211Z,2024-08-21T18:11:44Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5162831297,213,0.06,5162831293,141,82.1,5162831299,1,,5162831295,212,34.1,5162831291,140,55.5,5162831289,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530399,862,1,2,82,49,dbl7ir1qugqz8nvp1vzn8im50,1,44.5,21.0,2024-08-21T18:11:45.204Z,2024-08-21T18:11:46Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5162831349,213,0.53,5162831347,212,13.1,5162831341,56,Center,5162831345,141,30.7,5162831343,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530407,863,1,2,82,50,dbl7ir1qugqz8nvp1vzn8im50,1,55.3,30.7,2024-08-21T18:11:46.228Z,2024-08-21T18:11:50Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162831377,140,46.5,5162831383,213,3.98,5162831379,141,15.6,5162831375,56,Back,5162831381,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530403,719,83,2,82,53,6wwwud48qahpwrfxs20334qk5,0,48.6,92.4,2024-08-21T18:11:49.579Z,2024-08-21T18:11:51Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162831417,399,2uw6m0yavlvkkiob73hoywb56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530409,864,50,2,82,54,dbl7ir1qugqz8nvp1vzn8im50,1,47.8,7.8,2024-08-21T18:11:50.221Z,2024-08-21T18:11:56Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5162831455,233,720,5162831387,56,Back,5162831389,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530419,720,7,2,82,54,6wwwud48qahpwrfxs20334qk5,1,52.2,92.2,2024-08-21T18:11:50.222Z,2024-08-21T18:11:55Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162831443,167,,5162831449,233,864,5162831447,285,,5162831445,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530431,721,5,2,82,56,6wwwud48qahpwrfxs20334qk5,0,52.2,101.1,2024-08-21T18:11:52.429Z,2024-08-21T18:31:27Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162831751,233,865,5162831513,56,Left,5162831515,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530465,865,5,2,82,56,dbl7ir1qugqz8nvp1vzn8im50,1,47.8,-1.1,2024-08-21T18:11:52.429Z,2024-08-21T18:31:26Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5162831729,56,Back,5162831737,233,721,5162831731,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530477,866,1,2,83,10,dbl7ir1qugqz8nvp1vzn8im50,1,47.9,0.0,2024-08-21T18:12:06.188Z,2024-08-21T18:12:09Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5162831809,212,25.2,5162831805,140,61.8,5162831801,107,,5162831813,1,,5162831811,213,0.95,5162831803,56,Center,5162831807,141,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530485,867,1,2,83,13,dbl7ir1qugqz8nvp1vzn8im50,1,61.8,28.2,2024-08-21T18:12:09.637Z,2024-08-21T18:28:14Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162831843,140,57.4,5162852441,156,,5162831849,213,4.34,5162831841,56,Right,5162831845,141,11.0,5162831847,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530489,868,1,2,83,14,dbl7ir1qugqz8nvp1vzn8im50,0,57.4,11.0,2024-08-21T18:12:10.300Z,2024-08-21T18:28:13Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5162831875,286,,5162831871,233,722,5162831859,56,Right,5162831867,213,0.69,5162831863,141,18.5,5162831861,140,63.3,5162831865,212,8.0,5162831869,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530487,722,74,2,83,14,6wwwud48qahpwrfxs20334qk5,1,42.2,90.5,2024-08-21T18:12:10.301Z,2024-08-21T18:15:33Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,,5162831857,285,,5162831855,56,Back,5162831879,233,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530499,723,44,2,83,16,6wwwud48qahpwrfxs20334qk5,1,30.8,84.5,2024-08-21T18:12:12.796Z,2024-08-21T18:30:46Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5162831911,285,,5162831917,233,869,5162831909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530497,869,44,2,83,16,dbl7ir1qugqz8nvp1vzn8im50,0,69.2,15.5,2024-08-21T18:12:12.797Z,2024-08-21T18:28:11Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5162831913,233,723,5162831905,56,Right,5162831907,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711531185,740,1,2,83,17,6wwwud48qahpwrfxs20334qk5,0,29.2,90.5,2024-08-21T18:12:13.002Z,2024-08-21T18:27:42Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5162835923,213,0.16,5162835917,140,39.1,5162835919,141,92.9,5162835915,56,Back,5162835913,3,,5162835921,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530507,870,43,2,83,17,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-08-21T18:12:13.061Z,2024-08-21T18:13:17Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5162831967,141,16.1,5162832973,144,1,5162831971,213,3.72,5162831969,212,6.4,5162831965,140,65.2,5162831961,3,0,5162831963,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530511,871,1,2,83,19,dbl7ir1qugqz8nvp1vzn8im50,1,65.2,16.1,2024-08-21T18:12:15.949Z,2024-08-21T18:28:22Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162831987,212,25.7,5162831989,213,6.27,5162831985,141,15.6,5162831981,56,Right,5162831983,140,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530521,724,45,2,83,23,6wwwud48qahpwrfxs20334qk5,0,9.2,76.6,2024-08-21T18:12:19.813Z,2024-08-21T18:12:24Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5162832037,285,,5162832063,233,872,5162832035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530523,872,3,2,83,23,dbl7ir1qugqz8nvp1vzn8im50,1,90.8,23.4,2024-08-21T18:12:19.813Z,2024-08-21T18:12:23Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5162832055,233,724,5162832041,286,,5162832039,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530543,873,1,2,83,24,dbl7ir1qugqz8nvp1vzn8im50,1,93.6,28.5,2024-08-21T18:12:20.901Z,2024-08-21T18:13:11Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,1.0,5162832179,140,90.1,5162832183,212,7.6,5162832185,213,2.07,5162832181,141,38.3,5162832849,22,,5162832845,210,16,5162832177,56,Center,5162832847,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530545,874,16,2,83,27,dbl7ir1qugqz8nvp1vzn8im50,1,90.9,47.9,2024-08-21T18:12:23.817Z,2024-08-21T19:34:55Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162832871,274,,5162832197,56,Center,5162832853,29,,5162832867,231,50.2,5162832855,154,,5162832195,17,,5162832863,103,20.3,5162832869,138,,5162832575,375,83:27.253,5162832865,230,5162832193,22,5162832857,55,873,98.8,5162832851,77,,5162832567,72,,,5162832571,374,5162832861,102,53.9,,,,,2024-08-21 19:12:23.237,,,,
2711530699,725,1,2,84,27,6wwwud48qahpwrfxs20334qk5,1,49.9,49.6,2024-08-21T18:13:23.395Z,2024-08-21T18:13:26Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5162833163,56,Back,5162833213,189,,5162833165,140,38.2,5162833169,212,12.6,5162833171,213,2.92,5162833167,141,53.7,5162833173,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530717,726,1,2,84,30,6wwwud48qahpwrfxs20334qk5,1,34.9,51.5,2024-08-21T18:13:26.682Z,2024-08-21T18:13:28Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162833275,189,,5162833259,56,Back,5162833267,213,5.07,5162833263,141,12.2,5162833261,140,44.5,5162833265,212,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530727,727,1,2,84,34,6wwwud48qahpwrfxs20334qk5,1,46.1,7.4,2024-08-21T18:13:30.634Z,2024-08-21T18:13:32Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5162833315,56,Back,5162833319,141,15.5,5162833323,213,2.59,5162833317,140,37.6,5162833321,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530755,728,1,2,84,36,6wwwud48qahpwrfxs20334qk5,1,37.4,15.5,2024-08-21T18:13:32.139Z,2024-08-21T18:13:37Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162833463,212,13.1,5162833459,140,41.4,5162833457,56,Back,5162833461,141,33.7,5162833465,213,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530761,729,1,2,84,42,6wwwud48qahpwrfxs20334qk5,0,53.0,50.4,2024-08-21T18:13:38.738Z,2024-08-21T18:19:25Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5162833503,140,69.1,5162833501,56,Center,5162833505,141,24.4,5162833509,213,5.48,5162833507,212,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530795,876,1,2,84,46,dbl7ir1qugqz8nvp1vzn8im50,1,28.9,84.2,2024-08-21T18:13:42.227Z,2024-08-21T18:13:45Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5162833707,140,7.0,5162833711,212,26.0,5162833705,56,Back,5162833709,141,66.4,5162833713,213,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530779,730,83,2,84,46,6wwwud48qahpwrfxs20334qk5,0,76.0,15.5,2024-08-21T18:13:42.427Z,2024-08-21T18:13:47Z,91xtn2wlot8g8ue89zn4iiyqy,E. Dall,,,5162833807,399,4clmd8g8jogdfvauhijd7n55h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530803,877,1,2,84,49,dbl7ir1qugqz8nvp1vzn8im50,1,6.7,66.4,2024-08-21T18:13:45.124Z,2024-08-21T18:13:49Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5162833743,157,,5162833745,56,Back,5162833749,141,72.0,5162833755,1,,5162833751,212,41.6,5162833753,213,0.09,5162833747,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530817,878,44,2,84,52,dbl7ir1qugqz8nvp1vzn8im50,1,44.4,53.8,2024-08-21T18:13:48.835Z,2024-08-21T18:30:47Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162833935,233,731,5162833839,56,Back,5162833841,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530833,731,44,2,84,52,6wwwud48qahpwrfxs20334qk5,0,55.6,46.2,2024-08-21T18:13:48.836Z,2024-08-21T18:30:47Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5162833919,56,Center,5162833943,233,878,5162833921,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530823,879,1,2,84,53,dbl7ir1qugqz8nvp1vzn8im50,0,46.2,72.0,2024-08-21T18:13:49.180Z,2024-08-21T18:13:50Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162833869,212,8.8,5162833865,140,54.5,5162833861,168,,5162833863,56,Center,5162833867,141,69.9,5162833859,3,,5162833871,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530841,732,1,2,84,53,6wwwud48qahpwrfxs20334qk5,0,41.3,46.3,2024-08-21T18:13:49.787Z,2024-08-21T18:31:30Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162833967,212,20.2,5162833969,213,0.56,5162833965,141,62.0,5162833961,56,Center,5162833963,140,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530845,880,1,2,84,56,dbl7ir1qugqz8nvp1vzn8im50,1,43.4,43.6,2024-08-21T18:13:52.435Z,2024-08-21T18:13:54Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162833985,213,0.42,5162833981,141,50.7,5162833983,212,11.9,5162833977,56,Center,5162833979,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530851,881,1,2,84,57,dbl7ir1qugqz8nvp1vzn8im50,1,53.8,50.7,2024-08-21T18:13:53.811Z,2024-08-21T18:13:55Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162834029,140,52.8,5162834041,156,,5162834033,212,15.3,5162834027,56,Center,5162834031,141,28.2,5162834035,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530867,882,1,2,85,3,dbl7ir1qugqz8nvp1vzn8im50,1,78.1,25.8,2024-08-21T18:13:59.108Z,2024-08-21T18:14:03Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162834113,56,Right,5162834121,213,5.56,5162834119,212,15.1,5162834117,141,11.1,5162834115,140,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530873,883,1,2,85,6,dbl7ir1qugqz8nvp1vzn8im50,1,88.6,12.6,2024-08-21T18:14:02.947Z,2024-08-21T18:14:05Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5162834139,141,40.3,5162834135,56,Center,5162834141,212,26.4,5162834137,140,71.0,5162834143,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530877,884,1,2,85,8,dbl7ir1qugqz8nvp1vzn8im50,1,71.0,40.3,2024-08-21T18:14:04.899Z,2024-08-21T18:14:06Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5162834153,56,Center,5162834161,213,5.68,5162834155,140,75.3,5162834157,141,35.7,5162834159,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530905,885,1,2,85,10,dbl7ir1qugqz8nvp1vzn8im50,1,75.3,35.7,2024-08-21T18:14:06.213Z,2024-08-21T18:14:16Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162834307,140,73.4,5162834315,1,,5162834311,212,35.8,5162834305,56,Left,5162834309,141,88.3,5162834313,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530909,886,1,2,85,20,dbl7ir1qugqz8nvp1vzn8im50,1,82.7,88.0,2024-08-21T18:14:16.596Z,2024-08-21T18:14:20Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5162834343,213,3.73,5162834341,212,17.3,5162834337,140,69.0,5162834335,56,Center,5162834339,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530921,887,1,2,85,24,dbl7ir1qugqz8nvp1vzn8im50,1,69.5,72.9,2024-08-21T18:14:20.460Z,2024-08-21T18:14:24Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5162834425,140,92.8,5162834421,155,,5162834429,212,25.0,5162834423,56,Center,5162834431,213,6.09,5162834427,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530923,888,61,2,85,28,dbl7ir1qugqz8nvp1vzn8im50,0,92.8,65.7,2024-08-21T18:14:24.283Z,2024-08-21T18:14:24Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162834455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530937,734,1,2,85,32,6wwwud48qahpwrfxs20334qk5,0,11.2,13.1,2024-08-21T18:14:28.602Z,2024-08-21T18:14:47Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5162834507,189,,5162834483,56,Center,5162834493,1,,5162834491,213,0.21,5162834489,212,55.5,5162834485,140,62.9,5162834481,155,,5162834487,141,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530957,892,1,2,85,40,dbl7ir1qugqz8nvp1vzn8im50,1,29.5,51.6,2024-08-21T18:14:36.068Z,2024-08-21T18:14:37Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5162834581,141,72.6,5162834585,213,1.40,5162834579,140,31.9,5162834583,212,14.5,5162834577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530975,893,1,2,85,41,dbl7ir1qugqz8nvp1vzn8im50,1,31.9,72.6,2024-08-21T18:14:37.076Z,2024-08-21T18:14:44Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5162834673,140,40.5,5162834671,56,Back,5162834675,141,64.0,5162834679,213,5.71,5162834677,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530983,894,1,2,85,48,dbl7ir1qugqz8nvp1vzn8im50,1,38.1,78.7,2024-08-21T18:14:44.828Z,2024-08-21T18:14:46Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5162834723,140,61.7,5162834729,213,5.86,5162834721,56,Center,5162834725,141,62.4,5162834733,189,,5162834719,155,,5162834727,212,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530991,895,1,2,85,50,dbl7ir1qugqz8nvp1vzn8im50,1,61.7,62.4,2024-08-21T18:14:46.916Z,2024-08-21T18:14:47Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5162834771,141,75.6,5162834775,213,1.96,5162834769,140,58.2,5162834767,56,Center,5162834773,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711530995,896,1,2,85,51,dbl7ir1qugqz8nvp1vzn8im50,1,58.2,75.6,2024-08-21T18:14:47.563Z,2024-08-21T18:14:50Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5162834791,213,0.81,5162834787,141,92.4,5162834789,212,15.8,5162834785,140,68.6,5162834783,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711531005,897,1,2,85,54,dbl7ir1qugqz8nvp1vzn8im50,1,70.3,92.4,2024-08-21T18:14:50.779Z,2024-08-21T18:14:52Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5162834845,140,66.1,5162834847,141,82.1,5162834849,212,8.3,5162834843,56,Left,5162834851,213,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711531007,898,1,2,85,56,dbl7ir1qugqz8nvp1vzn8im50,1,66.1,82.1,2024-08-21T18:14:52.564Z,2024-08-21T18:14:53Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5162834861,212,10.4,5162834857,140,73.1,5162834863,213,0.78,5162834859,141,92.9,5162834855,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711531013,899,1,2,85,57,dbl7ir1qugqz8nvp1vzn8im50,1,73.1,92.9,2024-08-21T18:14:53.387Z,2024-08-21T18:14:54Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5162834897,140,68.7,5162834903,213,4.16,5162834901,212,8.7,5162834899,141,82.0,5162834895,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
