id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/10/value,qualifier/13/value,qualifier/15/value
2730111771,468,44,2,70,49,8cfkisxf1fkxdqtt6tx1tup48,1,20.3,38.6,2024-10-04T18:28:48.226Z,2024-10-04T19:12:29Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5264652471,233,803,5264652383,285,,5264652381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730111759,803,44,2,70,49,dbl7ir1qugqz8nvp1vzn8im50,0,79.7,61.4,2024-10-04T18:28:48.227Z,2024-10-04T19:12:30Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264652541,233,468,5264652309,56,Center,5264652311,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730111809,469,12,2,70,49,8cfkisxf1fkxdqtt6tx1tup48,1,20.9,44.2,2024-10-04T18:28:48.259Z,2024-10-04T19:00:29Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5264652617,140,19.9,5264652615,56,Back,5264834179,15,,5264652621,212,5.5,5264652623,213,1.76,5264652619,141,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730111817,470,1,2,70,52,8cfkisxf1fkxdqtt6tx1tup48,0,19.9,52.2,2024-10-04T18:28:51.002Z,2024-10-04T19:01:32Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5264652657,157,,5264652669,1,,5264652663,141,45.4,5264652661,140,66.1,5264652659,56,Center,5264652665,212,48.7,5264652667,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730111839,804,1,2,70,54,dbl7ir1qugqz8nvp1vzn8im50,1,30.8,65.2,2024-10-04T18:28:52.746Z,2024-10-04T18:28:54Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5264652823,212,7.4,5264652821,141,66.9,5264652817,56,Back,5264652825,213,0.16,5264652819,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730111987,805,1,2,70,55,dbl7ir1qugqz8nvp1vzn8im50,1,37.8,66.9,2024-10-04T18:28:53.890Z,2024-10-04T18:29:01Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5264653729,213,4.49,5264653725,141,34.0,5264653727,212,22.9,5264653723,140,33.0,5264653721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730112117,806,1,2,71,3,dbl7ir1qugqz8nvp1vzn8im50,1,45.4,28.2,2024-10-04T18:29:01.714Z,2024-10-04T18:29:08Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5264654425,212,44.9,5264654427,213,0.42,5264654431,1,,5264654419,56,Center,5264654423,141,55.1,5264654421,140,84.5,5264654417,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730112123,807,61,2,71,7,dbl7ir1qugqz8nvp1vzn8im50,0,85.2,54.3,2024-10-04T18:29:05.457Z,2024-10-04T19:19:42Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5264654465,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730112097,471,12,2,71,8,8cfkisxf1fkxdqtt6tx1tup48,1,12.4,56.0,2024-10-04T18:29:07.003Z,2024-10-04T18:29:12Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5264654311,213,5.60,5264654305,140,17.3,5264654415,15,,5264654307,141,49.9,5264654303,56,Back,5264654309,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730112179,472,61,2,71,10,8cfkisxf1fkxdqtt6tx1tup48,0,14.6,47.9,2024-10-04T18:29:08.972Z,2024-10-04T18:29:36Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5264654749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730112191,473,45,2,71,11,8cfkisxf1fkxdqtt6tx1tup48,0,14.4,46.4,2024-10-04T18:29:09.665Z,2024-10-04T18:29:17Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5264654813,56,Back,5264654913,233,808,5264654819,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730112197,808,3,2,71,11,dbl7ir1qugqz8nvp1vzn8im50,1,85.6,53.6,2024-10-04T18:29:09.665Z,2024-10-04T18:29:15Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5264654889,233,473,5264654827,56,Center,5264654829,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730112201,809,15,2,71,14,dbl7ir1qugqz8nvp1vzn8im50,1,89.8,57.5,2024-10-04T18:29:12.698Z,2024-10-04T19:59:43Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5264654835,22,,5264656651,103,19,5264656653,458,,5264716065,233,474,5264656659,230,98.1,5264656647,78,,5264656219,72,,5264654839,56,Center,5264656223,82,5264656655,146,92.1,5264654837,17,5264656661,231,50.5,5264656657,147,56.0,5264656649,102,,,,,,,,,,,50.8,
2730112517,474,10,2,71,14,8cfkisxf1fkxdqtt6tx1tup48,1,7.5,44.8,2024-10-04T18:29:12.798Z,2024-10-04T18:38:01Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5264716103,233,809,5264656597,56,Back,5264656595,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730112541,475,6,2,71,15,8cfkisxf1fkxdqtt6tx1tup48,0,2.9,37.0,2024-10-04T18:29:14.186Z,2024-10-04T19:05:30Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5264656879,73,,5264656877,56,Back,5264716263,233,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730112261,810,6,2,71,15,dbl7ir1qugqz8nvp1vzn8im50,1,97.1,63.0,2024-10-04T18:29:14.186Z,2024-10-04T19:05:30Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5264716231,233,475,5264655249,56,Center,5264655251,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730112671,811,1,2,71,39,dbl7ir1qugqz8nvp1vzn8im50,0,99.5,99.5,2024-10-04T18:29:37.787Z,2024-10-04T18:29:39Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264657551,155,,5264657553,223,,5264657559,141,59.1,5264657547,2,,5264657557,140,96.6,5264657555,56,Center,5264657549,6,,5264657561,212,27.6,5264657563,213,,,,,,,,,,,,,,,,,,,,,,4.60,,,
2730112683,476,12,2,71,40,8cfkisxf1fkxdqtt6tx1tup48,1,7.3,37.6,2024-10-04T18:29:39.124Z,2024-10-04T18:29:44Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5264657619,213,5.63,5264657613,140,31.6,5264657617,212,32.1,5264657611,56,Back,5264657615,141,8.9,5264657659,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730112913,812,1,2,71,50,dbl7ir1qugqz8nvp1vzn8im50,0,69.6,93.9,2024-10-04T18:29:48.498Z,2024-10-04T18:29:51Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264658999,141,51.2,5264659007,213,5.26,5264659011,1,,5264658983,155,,5264658975,2,,5264658989,56,Center,5264658995,140,86.5,5264659003,212,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730112929,477,12,2,71,52,8cfkisxf1fkxdqtt6tx1tup48,1,13.6,57.2,2024-10-04T18:29:51.275Z,2024-10-04T18:30:01Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5264659103,15,,5264659079,213,5.84,5264659067,56,Back,5264659075,141,32.8,5264659071,140,47.1,5264659077,212,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113065,813,1,2,71,56,dbl7ir1qugqz8nvp1vzn8im50,1,54.0,68.8,2024-10-04T18:29:54.561Z,2024-10-04T18:29:58Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5264659795,212,10.1,5264659789,56,Left,5264659791,140,55.4,5264659793,141,83.5,5264659799,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113131,814,1,2,72,0,dbl7ir1qugqz8nvp1vzn8im50,1,60.5,88.1,2024-10-04T18:29:58.697Z,2024-10-04T18:30:03Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264660155,212,17.8,5264660149,56,Back,5264660151,140,47.0,5264660157,213,3.79,5264660153,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113203,815,1,2,72,4,dbl7ir1qugqz8nvp1vzn8im50,1,46.1,55.8,2024-10-04T18:30:02.945Z,2024-10-04T18:30:06Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5264660507,212,31.4,5264660505,141,33.4,5264660503,140,72.2,5264660501,56,Center,5264660499,155,,5264660509,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113289,816,1,2,72,7,dbl7ir1qugqz8nvp1vzn8im50,0,72.2,33.4,2024-10-04T18:30:06.337Z,2024-10-04T18:30:11Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264660961,213,1.90,5264660959,212,14.1,5264660957,141,53.0,5264660953,56,Center,5264660955,140,67.9,5264660949,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113335,480,44,2,72,11,8cfkisxf1fkxdqtt6tx1tup48,1,31.3,45.8,2024-10-04T18:30:10.079Z,2024-10-04T19:12:30Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5264661177,285,,5264661175,56,Back,5264661219,233,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113303,817,44,2,72,11,dbl7ir1qugqz8nvp1vzn8im50,0,68.7,54.2,2024-10-04T18:30:10.080Z,2024-10-04T19:12:31Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5264661027,56,Center,5264661335,233,480,5264661029,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113339,481,61,2,72,12,8cfkisxf1fkxdqtt6tx1tup48,1,30.0,43.6,2024-10-04T18:30:10.844Z,2024-10-04T19:04:20Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5264661191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113517,818,1,2,72,19,dbl7ir1qugqz8nvp1vzn8im50,1,52.5,58.8,2024-10-04T18:30:17.728Z,2024-10-04T18:30:21Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264662187,141,28.9,5264662185,140,52.0,5264662189,212,20.3,5264662183,56,Center,5264662191,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113599,819,1,2,72,22,dbl7ir1qugqz8nvp1vzn8im50,1,51.9,28.8,2024-10-04T18:30:21.146Z,2024-10-04T18:30:24Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5264662601,155,,5264662603,56,Center,5264662609,212,35.2,5264662613,1,,5264662605,140,75.1,5264662611,213,0.81,5264662607,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113629,820,1,2,72,26,dbl7ir1qugqz8nvp1vzn8im50,1,75.2,66.3,2024-10-04T18:30:24.361Z,2024-10-04T18:30:25Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264662773,212,13.7,5264662771,141,86.0,5264662769,140,72.4,5264662765,3,,5264662775,213,1.79,5264662767,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113689,821,1,2,72,27,dbl7ir1qugqz8nvp1vzn8im50,1,72.4,86.0,2024-10-04T18:30:25.760Z,2024-10-04T18:30:29Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264663147,56,Left,5264663151,141,94.1,5264663153,212,12.0,5264663149,140,82.5,5264663155,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113773,822,1,2,72,30,dbl7ir1qugqz8nvp1vzn8im50,0,79.7,90.6,2024-10-04T18:30:29.264Z,2024-10-04T18:30:34Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264663571,140,91.2,5264663573,141,41.0,5264663563,155,,5264663579,212,35.8,5264663557,2,,5264663567,56,Center,5264663583,1,,5264663581,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113767,482,44,2,72,34,8cfkisxf1fkxdqtt6tx1tup48,1,10.2,61.2,2024-10-04T18:30:33.132Z,2024-10-04T19:12:31Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5264663537,285,,5264663535,56,Back,5264663901,233,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113779,823,44,2,72,34,dbl7ir1qugqz8nvp1vzn8im50,0,89.8,38.8,2024-10-04T18:30:33.133Z,2024-10-04T19:12:32Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5264663917,233,482,5264663607,56,Center,5264663609,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113795,483,12,2,72,34,8cfkisxf1fkxdqtt6tx1tup48,1,12.1,65.2,2024-10-04T18:30:33.331Z,2024-10-04T18:30:37Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5264663705,213,0.74,5264663699,140,16.7,5264663701,141,71.7,5264663703,212,6.5,5264663855,15,,5264663697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113913,484,12,2,72,38,8cfkisxf1fkxdqtt6tx1tup48,1,16.7,71.4,2024-10-04T18:30:36.500Z,2024-10-04T18:30:40Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5264664511,167,,5264664413,213,0.73,5264664405,56,Back,5264664411,212,30.2,5264664407,140,38.2,5264664409,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730113921,485,5,2,72,41,8cfkisxf1fkxdqtt6tx1tup48,0,37.8,101.4,2024-10-04T18:30:39.377Z,2024-10-04T19:05:18Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5264665251,233,824,5264664463,56,Back,5264664465,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730114049,824,5,2,72,41,dbl7ir1qugqz8nvp1vzn8im50,1,62.2,-1.4,2024-10-04T18:30:39.377Z,2024-10-04T19:05:18Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5264665225,233,485,5264665179,56,Right,5264665181,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730114181,825,1,2,72,48,dbl7ir1qugqz8nvp1vzn8im50,1,64.1,0.0,2024-10-04T18:30:46.608Z,2024-10-04T18:30:53Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5264665919,1,,5264665907,56,Back,5264665905,107,,5264665913,212,22.6,5264665911,141,10.1,5264665909,140,44.0,5264665917,213,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730114265,826,1,2,72,54,dbl7ir1qugqz8nvp1vzn8im50,1,52.2,13.2,2024-10-04T18:30:52.538Z,2024-10-04T18:30:57Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5264666397,212,49.1,5264666395,141,62.3,5264666399,213,0.75,5264666393,140,86.5,5264666391,56,Center,5264666401,1,,5264666389,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730114273,827,1,2,72,58,dbl7ir1qugqz8nvp1vzn8im50,0,86.6,62.1,2024-10-04T18:30:56.880Z,2024-10-04T18:30:57Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264666459,213,5.93,5264666457,212,4.7,5264666451,56,Center,5264666453,140,90.8,5264666455,141,59.7,5264666449,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730114339,486,61,2,73,2,8cfkisxf1fkxdqtt6tx1tup48,1,15.4,42.4,2024-10-04T18:31:00.412Z,2024-10-04T18:31:00Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5264666713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730114713,488,1,2,73,19,8cfkisxf1fkxdqtt6tx1tup48,0,4.5,41.6,2024-10-04T18:31:17.468Z,2024-10-04T18:31:20Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5264668593,140,72.8,5264668601,213,0.18,5264668603,1,,5264668599,212,72.9,5264668589,56,Center,5264668597,141,60.5,5264668585,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730114735,828,1,2,73,22,dbl7ir1qugqz8nvp1vzn8im50,0,25.3,41.0,2024-10-04T18:31:21.080Z,2024-10-04T18:31:22Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5264668737,140,34.7,5264668743,212,12.2,5264668733,56,Back,5264668731,3,,5264668739,141,51.5,5264668747,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730114771,489,1,2,73,24,8cfkisxf1fkxdqtt6tx1tup48,0,62.5,56.7,2024-10-04T18:31:22.540Z,2024-10-04T18:31:23Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5264668959,213,5.44,5264668955,141,27.7,5264668949,3,,5264668957,212,26.3,5264668953,140,79.1,5264668951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730114803,829,1,2,73,26,dbl7ir1qugqz8nvp1vzn8im50,1,32.5,76.4,2024-10-04T18:31:24.400Z,2024-10-04T18:31:26Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264669111,56,Back,5264669107,3,,5264669119,141,67.5,5264669127,213,4.93,5264669115,140,33.8,5264669123,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730114857,831,1,2,73,28,dbl7ir1qugqz8nvp1vzn8im50,1,29.1,64.3,2024-10-04T18:31:27.016Z,2024-10-04T18:31:29Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264669409,141,41.0,5264669407,140,21.5,5264669413,213,4.25,5264669405,56,Back,5264669411,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730114893,832,1,2,73,31,dbl7ir1qugqz8nvp1vzn8im50,1,21.7,39.2,2024-10-04T18:31:29.479Z,2024-10-04T18:31:32Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5264669619,213,6.22,5264669615,141,37.9,5264669611,56,Back,5264669617,212,13.6,5264669613,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730114919,833,1,2,73,33,dbl7ir1qugqz8nvp1vzn8im50,1,34.6,37.9,2024-10-04T18:31:31.871Z,2024-10-04T18:31:33Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264669815,213,1.92,5264669809,140,32.0,5264669807,56,Back,5264669811,141,49.0,5264669813,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730114955,834,1,2,73,34,dbl7ir1qugqz8nvp1vzn8im50,1,32.0,49.0,2024-10-04T18:31:33.191Z,2024-10-04T18:31:34Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5264669935,140,29.6,5264669937,141,43.3,5264669941,213,4.14,5264669939,212,4.6,5264669933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115035,835,1,2,73,36,dbl7ir1qugqz8nvp1vzn8im50,1,28.6,46.7,2024-10-04T18:31:34.633Z,2024-10-04T18:31:40Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264670409,56,Back,5264670403,155,,5264670421,212,34.8,5264670423,213,1.26,5264670419,141,95.4,5264670413,140,38.8,5264670425,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115039,836,4,2,73,41,dbl7ir1qugqz8nvp1vzn8im50,1,40.4,86.4,2024-10-04T18:31:39.803Z,2024-10-04T19:05:39Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264670467,13,,5264670605,233,490,5264670475,286,,5264670469,56,Back,5264670471,152,,5264670473,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115023,490,4,2,73,41,8cfkisxf1fkxdqtt6tx1tup48,0,59.6,13.6,2024-10-04T18:31:39.804Z,2024-10-04T19:05:39Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5264670531,285,,5264670527,152,,5264670525,56,Right,5264670637,233,836,5264670523,13,,5264670529,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115089,837,1,2,73,43,dbl7ir1qugqz8nvp1vzn8im50,1,38.8,86.3,2024-10-04T18:31:41.623Z,2024-10-04T18:31:43Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264670741,212,7.1,5264670743,213,4.52,5264670737,140,37.5,5264670735,56,Back,5264670733,152,,5264670731,5,,5264670739,141,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115121,838,1,2,73,44,dbl7ir1qugqz8nvp1vzn8im50,1,37.2,72.9,2024-10-04T18:31:42.815Z,2024-10-04T18:31:44Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264670907,141,62.4,5264670905,140,43.9,5264670911,213,5.49,5264670903,56,Back,5264670909,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115145,839,1,2,73,45,dbl7ir1qugqz8nvp1vzn8im50,1,44.5,61.4,2024-10-04T18:31:43.975Z,2024-10-04T18:31:45Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5264671033,140,42.1,5264671037,212,4.1,5264671031,56,Back,5264671035,141,66.1,5264671039,213,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115203,840,1,2,73,46,dbl7ir1qugqz8nvp1vzn8im50,1,42.1,65.4,2024-10-04T18:31:44.919Z,2024-10-04T18:31:47Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264671411,213,4.79,5264671405,140,43.4,5264671407,141,38.0,5264671403,56,Back,5264671409,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115365,841,1,2,73,48,dbl7ir1qugqz8nvp1vzn8im50,1,43.0,39.1,2024-10-04T18:31:47.015Z,2024-10-04T18:31:54Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5264672307,212,15.5,5264672301,141,60.6,5264672297,140,38.1,5264672293,56,Back,5264672309,213,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115381,842,1,2,73,55,dbl7ir1qugqz8nvp1vzn8im50,1,43.8,47.6,2024-10-04T18:31:53.847Z,2024-10-04T18:31:55Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5264672383,56,Back,5264672389,212,9.1,5264672391,213,4.92,5264672385,140,45.6,5264672387,141,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115421,843,1,2,73,56,dbl7ir1qugqz8nvp1vzn8im50,1,45.6,34.5,2024-10-04T18:31:55.111Z,2024-10-04T18:31:57Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264672599,56,Back,5264672607,213,1.34,5264672603,141,44.3,5264672601,140,47.1,5264672605,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115475,844,1,2,73,58,dbl7ir1qugqz8nvp1vzn8im50,1,47.2,50.7,2024-10-04T18:31:56.751Z,2024-10-04T18:31:58Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5264672855,213,2.26,5264672849,140,39.2,5264672853,212,13.3,5264672851,141,65.8,5264672847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115583,845,1,2,74,0,dbl7ir1qugqz8nvp1vzn8im50,1,39.4,67.8,2024-10-04T18:31:58.567Z,2024-10-04T18:32:03Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5264673409,140,58.8,5264673415,213,0.77,5264673411,141,96.6,5264673413,212,28.3,5264673407,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115609,846,1,2,74,4,dbl7ir1qugqz8nvp1vzn8im50,1,65.2,93.9,2024-10-04T18:32:03.223Z,2024-10-04T18:32:05Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264673543,213,4.02,5264673541,212,6.8,5264673537,140,61.1,5264673535,56,Left,5264673539,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115655,847,1,2,74,6,dbl7ir1qugqz8nvp1vzn8im50,1,61.1,86.2,2024-10-04T18:32:05.223Z,2024-10-04T18:32:08Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5264673851,140,67.4,5264673857,213,6.10,5264673853,141,84.4,5264673849,56,Left,5264673855,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115659,848,1,2,74,10,dbl7ir1qugqz8nvp1vzn8im50,1,67.5,84.4,2024-10-04T18:32:08.656Z,2024-10-04T18:32:11Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264673947,156,,5264673889,213,3.07,5264673881,56,Left,5264673883,140,58.4,5264673887,212,9.6,5264673885,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115789,849,1,2,74,12,dbl7ir1qugqz8nvp1vzn8im50,1,58.4,85.4,2024-10-04T18:32:10.920Z,2024-10-04T18:32:14Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5264674555,56,Center,5264674557,140,62.5,5264674559,141,73.3,5264674561,212,9.3,5264674563,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730115769,491,83,2,74,15,8cfkisxf1fkxdqtt6tx1tup48,0,37.5,43.7,2024-10-04T18:32:13.845Z,2024-10-04T18:32:19Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5264674967,399,e9o7q10wnhex4e8eo47mobbvt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
