id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2785208043,747,1,2,79,48,b2vft81kyjurzbmekvgrqwr64,1,52.2,16.2,2025-03-08T13:37:59.910Z,2025-03-08T13:38:05Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5564662263,213,0.37,5564662251,140,65.7,5564662255,141,24.3,5564662247,155,,5564662249,56,Center,5564662259,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208053,748,1,2,79,52,b2vft81kyjurzbmekvgrqwr64,0,65.7,24.3,2025-03-08T13:38:04.583Z,2025-03-08T13:38:07Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5564662323,141,25.0,5564662319,56,Center,5564662327,213,0.29,5564662353,236,,5564662361,286,,5564662325,212,1.6,5564662357,233,684,5564662321,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208039,684,74,2,79,52,a9vw7ikerpr4cuweeeka5aneg,1,33.0,74.5,2025-03-08T13:38:04.584Z,2025-03-08T13:38:06Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5564662221,285,,5564662381,233,748,5564662219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208057,685,5,2,79,54,a9vw7ikerpr4cuweeeka5aneg,0,35.7,101.2,2025-03-08T13:38:05.686Z,2025-03-08T14:16:37Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5564662343,56,Back,5564662779,233,749,5564662345,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208123,749,5,2,79,54,b2vft81kyjurzbmekvgrqwr64,1,64.3,-1.2,2025-03-08T13:38:05.686Z,2025-03-08T14:16:37Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5564662753,233,685,5564662721,56,Right,5564662723,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208163,750,1,2,79,59,b2vft81kyjurzbmekvgrqwr64,1,58.9,0.0,2025-03-08T13:38:10.845Z,2025-03-08T13:44:11Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5564662901,141,9.7,5564662911,213,2.70,5564662907,212,16.3,5564662895,56,Back,5564662897,140,44.8,5564662893,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208171,751,1,2,80,2,b2vft81kyjurzbmekvgrqwr64,1,47.1,15.8,2025-03-08T13:38:14.134Z,2025-03-08T13:38:14Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564662973,140,56.2,5564662971,56,Right,5564662979,213,5.86,5564662977,212,10.5,5564662975,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208175,752,1,2,80,3,b2vft81kyjurzbmekvgrqwr64,1,56.2,9.5,2025-03-08T13:38:14.765Z,2025-03-08T13:44:09Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5564662985,56,Back,5564662993,213,2.72,5564662987,140,44.8,5564662989,141,17.3,5564662991,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208263,753,1,2,80,3,b2vft81kyjurzbmekvgrqwr64,1,46.1,16.4,2025-03-08T13:38:15.477Z,2025-03-08T13:38:23Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564663431,140,51.8,5564663435,212,28.0,5564663429,56,Center,5564663433,141,56.6,5564663437,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208277,754,1,2,80,11,b2vft81kyjurzbmekvgrqwr64,1,51.8,56.6,2025-03-08T13:38:23.036Z,2025-03-08T13:38:24Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564663523,140,64.9,5564663521,56,Center,5564663529,213,5.78,5564663527,212,15.7,5564663525,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208289,755,1,2,80,12,b2vft81kyjurzbmekvgrqwr64,0,64.9,45.5,2025-03-08T13:38:24.293Z,2025-03-08T13:38:25Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5564663565,56,Center,5564663567,140,68.3,5564663571,212,4.0,5564663569,141,48.2,5564663573,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208299,686,61,2,80,13,a9vw7ikerpr4cuweeeka5aneg,1,26.3,52.4,2025-03-08T13:38:25.347Z,2025-03-08T13:38:25Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5564663619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208341,688,1,2,80,15,a9vw7ikerpr4cuweeeka5aneg,1,28.7,49.4,2025-03-08T13:38:26.997Z,2025-03-08T13:38:29Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5564663791,140,36.3,5564663795,212,12.0,5564663793,141,36.3,5564663789,56,Back,5564663797,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208389,689,1,2,80,17,a9vw7ikerpr4cuweeeka5aneg,1,36.3,30.6,2025-03-08T13:38:28.813Z,2025-03-08T13:38:32Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5564664051,213,5.64,5564664043,140,54.0,5564664047,141,10.3,5564664049,212,23.2,5564664039,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208407,690,1,2,80,20,a9vw7ikerpr4cuweeeka5aneg,0,55.1,10.0,2025-03-08T13:38:31.741Z,2025-03-08T13:38:32Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5564664103,212,15.9,5564664101,141,30.0,5564664105,213,1.03,5564664097,56,Center,5564664099,140,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208437,756,50,2,80,22,b2vft81kyjurzbmekvgrqwr64,1,32.2,69.7,2025-03-08T13:38:34.158Z,2025-03-08T14:18:27Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5564664265,285,,5564664263,56,Back,5564664645,233,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208497,691,7,2,80,22,a9vw7ikerpr4cuweeeka5aneg,1,67.8,30.3,2025-03-08T13:38:34.159Z,2025-03-08T14:18:27Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5564664633,286,,5564664543,56,Center,5564664629,233,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208511,692,3,2,80,23,a9vw7ikerpr4cuweeeka5aneg,0,63.4,30.0,2025-03-08T13:38:35.388Z,2025-03-08T13:58:43Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5564664727,233,757,5564664593,56,Center,5564664595,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208513,757,7,2,80,23,b2vft81kyjurzbmekvgrqwr64,1,36.6,70.0,2025-03-08T13:38:35.389Z,2025-03-08T13:38:44Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5564664613,285,,5564664611,56,Back,5564664641,233,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208617,758,1,2,80,25,b2vft81kyjurzbmekvgrqwr64,1,29.2,68.8,2025-03-08T13:38:37.324Z,2025-03-08T13:38:45Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5564665165,140,27.1,5564665171,213,3.78,5564665167,141,66.4,5564665169,212,2.7,5564665163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208627,760,1,2,80,27,b2vft81kyjurzbmekvgrqwr64,1,29.4,73.3,2025-03-08T13:38:39.269Z,2025-03-08T13:38:46Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5564665215,56,Back,5564665221,212,9.3,5564665217,140,22.7,5564665223,213,3.86,5564665219,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208629,761,1,2,80,29,b2vft81kyjurzbmekvgrqwr64,1,22.7,64.3,2025-03-08T13:38:41.525Z,2025-03-08T13:38:46Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564665247,213,1.85,5564665239,56,Back,5564665243,141,84.1,5564665245,212,14.0,5564665241,140,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208663,762,1,2,80,32,b2vft81kyjurzbmekvgrqwr64,1,19.0,84.1,2025-03-08T13:38:44.220Z,2025-03-08T13:38:49Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5564665513,140,20.7,5564665511,56,Back,5564665519,213,4.82,5564665517,212,16.8,5564665515,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208675,763,1,2,80,37,b2vft81kyjurzbmekvgrqwr64,1,20.7,59.6,2025-03-08T13:38:49.165Z,2025-03-08T13:38:51Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564665607,141,40.9,5564665611,213,5.66,5564665609,212,21.7,5564665603,56,Back,5564665605,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208733,764,1,2,80,39,b2vft81kyjurzbmekvgrqwr64,1,36.3,40.7,2025-03-08T13:38:51.309Z,2025-03-08T13:38:57Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5564665951,56,Right,5564665953,140,51.1,5564665959,213,5.43,5564665957,212,23.7,5564665955,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208779,765,1,2,80,45,b2vft81kyjurzbmekvgrqwr64,1,47.8,12.5,2025-03-08T13:38:57.076Z,2025-03-08T13:39:00Z,4dmz3u7j1eoz4ofr1o8tbxedw,O. Meedom,,,5564666233,141,27.7,5564666237,213,2.56,5564666235,212,18.9,5564666229,56,Back,5564666231,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208915,766,1,2,80,48,b2vft81kyjurzbmekvgrqwr64,1,38.1,23.9,2025-03-08T13:38:59.877Z,2025-03-08T13:39:08Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564666879,212,69.3,5564666877,141,88.1,5564666873,56,Left,5564666881,213,0.68,5564666875,140,89.4,5564666871,196,,5564666869,155,,5564666883,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208935,767,1,2,80,57,b2vft81kyjurzbmekvgrqwr64,1,87.6,89.6,2025-03-08T13:39:08.700Z,2025-03-08T13:39:11Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5564667015,140,92.1,5564667019,212,12.1,5564667017,141,73.2,5564667013,56,Center,5564667021,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208975,768,1,2,80,59,b2vft81kyjurzbmekvgrqwr64,1,92.1,73.2,2025-03-08T13:39:11.116Z,2025-03-08T13:39:14Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5564667215,141,66.6,5564667211,56,Center,5564667219,213,3.84,5564667217,212,7.0,5564667213,140,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785208999,769,1,2,81,2,b2vft81kyjurzbmekvgrqwr64,0,94.2,69.6,2025-03-08T13:39:14.188Z,2025-03-08T13:39:15Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5564667285,141,49.4,5564667281,56,Center,5564667289,213,4.30,5564667287,212,15.0,5564667283,140,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209069,694,1,2,81,3,a9vw7ikerpr4cuweeeka5aneg,1,11.0,60.5,2025-03-08T13:39:15.221Z,2025-03-08T13:39:21Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5564667661,140,27.6,5564667659,56,Back,5564667665,212,23.3,5564667667,213,0.73,5564667663,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209077,695,50,2,81,9,a9vw7ikerpr4cuweeeka5aneg,1,37.7,86.8,2025-03-08T13:39:21.550Z,2025-03-08T14:18:28Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,,5564668197,233,770,5564667691,286,,5564667687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209157,770,7,2,81,9,b2vft81kyjurzbmekvgrqwr64,1,62.3,13.2,2025-03-08T13:39:21.551Z,2025-03-08T14:18:28Z,4dmz3u7j1eoz4ofr1o8tbxedw,O. Meedom,,,5564668163,233,695,5564668111,56,Right,5564668113,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209127,696,4,2,81,13,a9vw7ikerpr4cuweeeka5aneg,1,40.2,86.7,2025-03-08T13:39:24.717Z,2025-03-08T14:05:01Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,,5564668029,13,,5564668035,265,,5564668037,286,,5564668033,152,,5564668031,56,Back,5564668305,233,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209165,771,4,2,81,13,b2vft81kyjurzbmekvgrqwr64,0,59.8,13.3,2025-03-08T13:39:24.718Z,2025-03-08T14:05:01Z,4dmz3u7j1eoz4ofr1o8tbxedw,O. Meedom,,,5564668257,56,Right,5564668333,233,696,5564668259,152,,5564668261,265,,5564668255,13,,5564668263,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209483,697,1,2,81,37,a9vw7ikerpr4cuweeeka5aneg,1,34.7,88.3,2025-03-08T13:39:49.180Z,2025-03-08T13:57:56Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5564669853,213,3.95,5564669843,56,Back,5564669849,141,48.8,5564669839,5,,5564669847,140,10.2,5564669857,1,,5564669851,212,37.2,5564669841,152,,5564669885,189,,,,,,,,,,,,,,,,,,,,,,,,,
2785209513,698,1,2,81,40,a9vw7ikerpr4cuweeeka5aneg,0,10.2,48.8,2025-03-08T13:39:51.966Z,2025-03-08T13:39:55Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5564670019,212,58.3,5564670007,157,,5564670009,56,Center,5564670023,213,5.97,5564670027,1,,5564670013,140,63.0,5564670015,141,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209525,772,44,2,81,43,b2vft81kyjurzbmekvgrqwr64,1,35.5,71.3,2025-03-08T13:39:54.828Z,2025-03-08T14:08:20Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5564670087,56,Back,5564670201,233,699,5564670089,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209523,699,44,2,81,43,a9vw7ikerpr4cuweeeka5aneg,0,64.5,28.7,2025-03-08T13:39:54.829Z,2025-03-08T14:08:21Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5564670077,56,Center,5564670233,233,772,5564670081,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209527,773,1,2,81,43,b2vft81kyjurzbmekvgrqwr64,0,33.0,60.8,2025-03-08T13:39:55.228Z,2025-03-08T13:39:56Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5564670117,56,Center,5564670123,212,22.3,5564670119,140,53.9,5564670121,141,66.3,5564670125,213,0.17,5564670115,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209549,700,1,2,81,44,a9vw7ikerpr4cuweeeka5aneg,1,52.3,27.7,2025-03-08T13:39:56.453Z,2025-03-08T13:39:58Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5564670309,141,38.3,5564670307,140,57.8,5564670311,212,9.2,5564670303,3,,5564670313,213,0.90,5564670305,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209565,701,1,2,81,46,a9vw7ikerpr4cuweeeka5aneg,1,58.7,33.9,2025-03-08T13:39:58.548Z,2025-03-08T13:39:59Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5564670403,140,63.0,5564670409,213,5.17,5564670407,212,10.2,5564670405,141,20.4,5564670401,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209573,702,1,2,81,48,a9vw7ikerpr4cuweeeka5aneg,0,63.0,20.4,2025-03-08T13:39:59.796Z,2025-03-08T13:40:00Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5564670445,141,24.4,5564670449,213,0.87,5564670441,56,Center,5564670447,212,3.6,5564670443,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209591,774,8,2,81,49,b2vft81kyjurzbmekvgrqwr64,1,37.3,68.2,2025-03-08T13:40:01.077Z,2025-03-08T13:40:01Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5564670531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209623,776,1,2,81,50,b2vft81kyjurzbmekvgrqwr64,1,37.3,68.2,2025-03-08T13:40:01.796Z,2025-03-08T13:40:03Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5564670691,212,9.8,5564670683,56,Back,5564670689,141,54.6,5564670695,213,4.36,5564670685,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209647,777,1,2,81,51,b2vft81kyjurzbmekvgrqwr64,1,34.1,54.6,2025-03-08T13:40:02.843Z,2025-03-08T13:40:04Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5564670811,140,26.2,5564670817,213,2.10,5564670809,56,Back,5564670813,141,75.3,5564670815,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209659,778,1,2,81,53,b2vft81kyjurzbmekvgrqwr64,1,26.2,75.3,2025-03-08T13:40:04.763Z,2025-03-08T13:40:05Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5564670873,213,0.64,5564670869,141,86.6,5564670871,212,12.8,5564670867,140,36.0,5564670865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209679,779,1,2,81,53,b2vft81kyjurzbmekvgrqwr64,1,36.0,86.6,2025-03-08T13:40:05.436Z,2025-03-08T13:40:06Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5564670977,56,Back,5564670979,140,33.8,5564670985,213,4.41,5564670981,141,75.7,5564670983,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209743,780,4,2,81,59,b2vft81kyjurzbmekvgrqwr64,1,39.2,81.0,2025-03-08T13:40:11.003Z,2025-03-08T15:32:25Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5564671357,13,,5564671359,56,Back,5564671361,152,,5564671483,233,703,5564671365,286,,5564671363,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209773,703,4,2,81,59,a9vw7ikerpr4cuweeeka5aneg,0,60.8,19.0,2025-03-08T13:40:11.004Z,2025-03-08T20:15:45Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5564671439,152,,5564671437,56,Right,5564671443,285,,5564671435,13,,5564671441,265,,5564671493,233,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209945,781,1,2,82,6,b2vft81kyjurzbmekvgrqwr64,1,33.6,82.6,2025-03-08T13:40:18.139Z,2025-03-08T13:40:24Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5564672365,56,Back,5564672363,152,,5564672369,141,44.5,5564672367,140,23.6,5564672371,212,28.0,5564672373,213,4.33,5564672361,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785209995,782,1,2,82,12,b2vft81kyjurzbmekvgrqwr64,1,23.6,44.6,2025-03-08T13:40:24.251Z,2025-03-08T13:40:26Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564672639,212,19.8,5564672637,141,25.2,5564672633,56,Back,5564672635,140,37.6,5564672641,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785210055,783,1,2,82,14,b2vft81kyjurzbmekvgrqwr64,1,40.7,23.6,2025-03-08T13:40:26.588Z,2025-03-08T13:40:31Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564672981,140,36.6,5564672979,56,Back,5564672983,141,52.7,5564672987,213,1.79,5564672985,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785210091,784,1,2,82,19,b2vft81kyjurzbmekvgrqwr64,1,36.7,52.8,2025-03-08T13:40:30.963Z,2025-03-08T13:40:33Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564673179,141,32.1,5564673177,140,35.1,5564673181,212,14.2,5564673175,56,Back,5564673183,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785210135,785,1,2,82,22,b2vft81kyjurzbmekvgrqwr64,1,37.1,31.8,2025-03-08T13:40:33.746Z,2025-03-08T13:40:36Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564673395,141,64.8,5564673389,56,Back,5564673399,212,22.6,5564673391,140,34.6,5564673401,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785210193,786,1,2,82,24,b2vft81kyjurzbmekvgrqwr64,1,34.5,59.7,2025-03-08T13:40:36.123Z,2025-03-08T13:40:40Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564673741,141,86.8,5564673737,56,Back,5564673739,140,36.9,5564673743,212,18.6,5564673745,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785210215,787,1,2,82,29,b2vft81kyjurzbmekvgrqwr64,0,31.8,88.6,2025-03-08T13:40:40.635Z,2025-03-08T13:40:44Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5564674029,155,,5564673851,56,Center,5564673855,141,76.6,5564673861,1,,5564673853,140,81.5,5564673857,212,52.8,5564673859,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785210319,705,1,2,82,34,a9vw7ikerpr4cuweeeka5aneg,1,11.6,34.2,2025-03-08T13:40:46.468Z,2025-03-08T13:40:49Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5564674429,212,17.3,5564674427,141,10.0,5564674423,56,Back,5564674425,140,16.8,5564674421,123,,5564674431,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785210405,706,1,2,82,38,a9vw7ikerpr4cuweeeka5aneg,1,19.3,9.8,2025-03-08T13:40:49.789Z,2025-03-08T13:40:54Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5564674909,140,29.2,5564674907,56,Back,5564674913,212,11.0,5564674915,213,5.94,5564674911,141,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785210443,707,1,2,82,42,a9vw7ikerpr4cuweeeka5aneg,0,29.0,5.5,2025-03-08T13:40:54.500Z,2025-03-08T13:40:56Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5564675079,140,79.7,5564675075,56,Right,5564675071,155,,5564675083,141,10.4,5564675093,213,0.06,5564675097,1,,5564675089,212,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785210521,789,1,2,82,48,b2vft81kyjurzbmekvgrqwr64,1,21.1,78.5,2025-03-08T13:40:59.635Z,2025-03-08T13:41:02Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564675519,213,4.33,5564675511,140,14.4,5564675509,56,Back,5564675517,212,18.6,5564675515,141,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785210537,790,1,2,82,50,b2vft81kyjurzbmekvgrqwr64,1,14.4,53.0,2025-03-08T13:41:02.146Z,2025-03-08T13:41:03Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5564675591,212,4.7,5564675593,213,6.03,5564675587,140,18.7,5564675589,141,51.3,5564675585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785210571,791,1,2,82,51,b2vft81kyjurzbmekvgrqwr64,1,18.7,51.3,2025-03-08T13:41:02.947Z,2025-03-08T13:41:05Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564675763,56,Back,5564675767,141,62.4,5564675771,212,13.0,5564675775,213,0.62,5564675765,140,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785210605,792,1,2,82,53,b2vft81kyjurzbmekvgrqwr64,1,36.4,50.9,2025-03-08T13:41:05.411Z,2025-03-08T13:41:09Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5564675961,56,Back,5564675965,141,19.1,5564675969,213,5.29,5564675967,212,25.9,5564675963,140,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785210635,793,1,2,82,57,b2vft81kyjurzbmekvgrqwr64,1,49.0,12.0,2025-03-08T13:41:09.394Z,2025-03-08T13:41:12Z,4dmz3u7j1eoz4ofr1o8tbxedw,O. Meedom,,,5564676157,212,11.6,5564676149,56,Back,5564676151,140,47.2,5564676161,213,1.73,5564676153,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785210649,794,1,2,83,1,b2vft81kyjurzbmekvgrqwr64,1,47.2,28.9,2025-03-08T13:41:12.723Z,2025-03-08T13:41:14Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5564676225,56,Back,5564676233,213,3.55,5564676231,212,12.8,5564676229,141,21.5,5564676227,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785210733,795,1,2,83,2,b2vft81kyjurzbmekvgrqwr64,1,39.7,25.2,2025-03-08T13:41:13.971Z,2025-03-08T13:41:18Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564676533,212,18.4,5564676531,141,51.8,5564676535,213,1.38,5564676527,56,Back,5564676529,140,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
