id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/16/value,qualifier/15/value
2709724465,605,12,2,86,41,f1h34qp5zbfl489q8vnkhiq9s,1,10.5,10.9,2024-08-17T14:43:51.609Z,2024-08-17T14:56:24Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5152884417,189,,5152808451,15,,5152808421,213,4.82,5152808417,212,7.7,5152808407,56,Back,5152808591,167,,5152808415,141,0.0,5152808411,140,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709724489,606,5,2,86,41,f1h34qp5zbfl489q8vnkhiq9s,0,12.0,-1.0,2024-08-17T14:43:51.768Z,2024-08-17T15:07:17Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5152808829,233,769,5152808541,56,Back,5152808545,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709724521,769,5,2,86,41,7gkglopz9cjsysn2u6sbhuvc5,1,88.0,101.0,2024-08-17T14:43:51.768Z,2024-08-17T15:07:17Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5152808765,233,606,5152808713,347,,5152808707,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709724589,770,1,2,86,43,7gkglopz9cjsysn2u6sbhuvc5,1,86.7,100.0,2024-08-17T14:43:54.011Z,2024-08-17T14:43:56Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5152809115,140,91.4,5152809111,56,Left,5152809125,213,5.26,5152809117,141,89.9,5152809109,107,,5152809121,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709724615,771,1,2,86,44,7gkglopz9cjsysn2u6sbhuvc5,1,91.4,89.9,2024-08-17T14:43:54.864Z,2024-08-17T14:43:56Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5152809251,141,94.7,5152809255,213,2.58,5152809253,212,6.1,5152809247,56,Left,5152809249,140,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709724659,772,1,2,86,46,7gkglopz9cjsysn2u6sbhuvc5,1,89.3,93.3,2024-08-17T14:43:56.574Z,2024-08-17T14:43:58Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5152809479,140,85.3,5152809477,56,Left,5152809481,141,84.5,5152809485,213,4.10,5152809483,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709724705,773,1,2,86,47,7gkglopz9cjsysn2u6sbhuvc5,1,85.2,83.8,2024-08-17T14:43:58.270Z,2024-08-17T14:43:59Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5152809743,212,7.0,5152809745,213,4.03,5152809741,141,75.9,5152809739,140,81.0,5152809737,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709724755,774,1,2,86,49,7gkglopz9cjsysn2u6sbhuvc5,1,81.0,75.9,2024-08-17T14:43:59.687Z,2024-08-17T14:44:01Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5152810025,140,85.4,5152810037,213,5.35,5152810031,141,66.7,5152810035,212,7.8,5152810017,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709724805,775,1,2,86,50,7gkglopz9cjsysn2u6sbhuvc5,1,85.4,66.7,2024-08-17T14:44:01.406Z,2024-08-17T14:44:03Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5152810325,56,Center,5152810335,213,3.71,5152810327,140,77.4,5152810331,212,10.0,5152810329,141,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709724829,776,1,2,86,52,7gkglopz9cjsysn2u6sbhuvc5,1,77.4,58.8,2024-08-17T14:44:03.294Z,2024-08-17T14:44:04Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5152810511,141,56.7,5152810509,140,85.7,5152810507,56,Center,5152810529,213,6.12,5152810527,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709724851,777,61,2,86,54,7gkglopz9cjsysn2u6sbhuvc5,0,85.7,56.7,2024-08-17T14:44:04.663Z,2024-08-17T14:44:05Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5152810601,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709724841,607,43,2,86,54,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-08-17T14:44:04.889Z,2024-08-17T14:44:15Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5152812131,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709724973,608,1,2,86,55,f1h34qp5zbfl489q8vnkhiq9s,0,16.2,42.1,2024-08-17T14:44:05.881Z,2024-08-17T14:44:10Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5152811249,56,Center,5152811247,157,,5152811255,141,63.0,5152811253,140,79.8,5152811261,1,,5152811257,212,68.3,5152811259,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709725167,778,1,2,87,1,7gkglopz9cjsysn2u6sbhuvc5,1,23.3,42.1,2024-08-17T14:44:12.343Z,2024-08-17T14:44:16Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5152812255,56,Back,5152812259,141,51.5,5152812263,213,0.70,5152812257,140,30.5,5152812261,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709725253,779,1,2,87,5,7gkglopz9cjsysn2u6sbhuvc5,1,30.5,51.5,2024-08-17T14:44:16.111Z,2024-08-17T14:44:19Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152812747,141,83.3,5152812749,212,40.8,5152812741,155,,5152812745,140,63.4,5152812743,56,Left,5152812751,213,0.56,5152812753,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709725269,780,44,2,87,8,7gkglopz9cjsysn2u6sbhuvc5,1,64.9,82.4,2024-08-17T14:44:19.152Z,2024-08-17T15:07:56Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5152812905,233,609,5152812803,56,Left,5152812805,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709725287,609,44,2,87,8,f1h34qp5zbfl489q8vnkhiq9s,0,35.1,17.6,2024-08-17T14:44:19.153Z,2024-08-17T15:07:56Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5152812991,233,780,5152812869,56,Back,5152812871,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709725339,781,1,2,87,8,7gkglopz9cjsysn2u6sbhuvc5,1,63.4,83.3,2024-08-17T14:44:19.368Z,2024-08-17T14:44:21Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5152813169,140,81.8,5152813167,56,Left,5152813171,141,89.3,5152813173,212,19.7,5152813175,213,0.21,5152813165,168,,5152813163,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709725389,782,1,2,87,11,7gkglopz9cjsysn2u6sbhuvc5,0,89.3,85.6,2024-08-17T14:44:21.704Z,2024-08-17T14:44:23Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5152813447,2,,5152813461,212,21.0,5152813457,140,90.6,5152813459,141,54.8,5152813463,213,4.78,5152813451,155,,5152813453,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709725447,610,12,2,87,13,f1h34qp5zbfl489q8vnkhiq9s,1,6.6,49.3,2024-08-17T14:44:24.552Z,2024-08-17T14:44:30Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5152813789,141,25.0,5152813787,140,25.9,5152813793,212,26.1,5152813783,56,Back,5152813855,15,,5152813797,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709725625,783,1,2,87,17,7gkglopz9cjsysn2u6sbhuvc5,0,79.2,85.0,2024-08-17T14:44:28.120Z,2024-08-17T14:44:29Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5152814667,141,54.6,5152814669,212,24.9,5152814663,56,Center,5152814659,2,,5152814665,140,92.5,5152814661,155,,5152814671,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709725641,611,12,2,87,19,f1h34qp5zbfl489q8vnkhiq9s,1,8.2,46.6,2024-08-17T14:44:30.072Z,2024-08-17T14:44:32Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5152814777,212,12.6,5152814779,213,5.56,5152814771,56,Back,5152814773,140,17.2,5152814775,141,34.3,5152814829,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709725723,612,12,2,87,21,f1h34qp5zbfl489q8vnkhiq9s,1,15.2,34.2,2024-08-17T14:44:31.809Z,2024-08-17T15:09:36Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5152815149,140,31.9,5152815153,141,37.0,5152815161,213,0.11,5152815145,56,Back,5152815157,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709725737,613,43,2,87,21,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-08-17T14:44:31.812Z,2024-08-17T14:44:47Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5152815225,285,0,5152815269,211,0,5152815223,56,Back,5152817347,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709725973,614,1,2,87,28,f1h34qp5zbfl489q8vnkhiq9s,1,34.2,8.8,2024-08-17T14:44:39.544Z,2024-08-17T14:44:41Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5152816537,141,34.3,5152816531,3,,5152816545,213,1.44,5152816541,212,17.5,5152816533,56,Back,5152816535,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709725911,784,4,2,87,29,7gkglopz9cjsysn2u6sbhuvc5,1,61.5,65.9,2024-08-17T14:44:39.560Z,2024-08-17T15:06:05Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5152816419,286,,5152816409,56,Center,5152816407,13,,5152816751,233,615,5152816415,265,,5152816413,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709725989,615,4,2,87,29,f1h34qp5zbfl489q8vnkhiq9s,0,38.5,34.1,2024-08-17T14:44:39.561Z,2024-08-17T15:06:05Z,46nx0rm8sod6bbo4a3d7g6jv8,E. Andersen,,,5152816681,285,,5152816797,233,784,5152816671,56,Back,5152816675,152,,5152816677,265,,5152816667,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709726099,785,1,2,87,31,7gkglopz9cjsysn2u6sbhuvc5,1,58.1,66.3,2024-08-17T14:44:41.752Z,2024-08-17T14:44:46Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5152817287,152,,5152817289,56,Center,5152817293,141,78.7,5152817295,212,8.5,5152817291,140,57.4,5152817285,5,,5152817297,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709726155,786,1,2,87,35,7gkglopz9cjsysn2u6sbhuvc5,0,59.8,72.7,2024-08-17T14:44:46.136Z,2024-08-17T14:44:48Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5152817581,140,86.7,5152817583,141,51.6,5152817585,212,31.7,5152817587,213,5.81,5152817577,155,,5152817579,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709726509,616,12,2,87,38,f1h34qp5zbfl489q8vnkhiq9s,1,10.9,46.6,2024-08-17T14:44:49.049Z,2024-08-17T14:45:01Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5152819633,213,0.18,5152819627,141,56.6,5152819629,212,37.3,5152819625,140,45.8,5152819623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709726299,787,1,2,87,40,7gkglopz9cjsysn2u6sbhuvc5,1,56.5,31.2,2024-08-17T14:44:50.655Z,2024-08-17T14:44:53Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5152818351,56,Center,5152818355,141,42.7,5152818353,140,53.3,5152818359,213,1.98,5152818357,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709726397,788,1,2,87,42,7gkglopz9cjsysn2u6sbhuvc5,1,53.7,46.4,2024-08-17T14:44:52.903Z,2024-08-17T14:44:56Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152818985,141,30.9,5152818983,140,54.6,5152818981,56,Center,5152818989,213,4.80,5152818987,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709726455,789,1,2,87,45,7gkglopz9cjsysn2u6sbhuvc5,1,55.2,25.6,2024-08-17T14:44:56.185Z,2024-08-17T14:44:59Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5152819391,212,24.5,5152819389,141,28.2,5152819387,140,78.5,5152819393,213,0.07,5152819385,56,Center,5152819383,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709726467,790,50,2,87,49,7gkglopz9cjsysn2u6sbhuvc5,1,75.2,26.2,2024-08-17T14:44:59.751Z,2024-08-17T14:56:31Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5152820141,233,617,5152819451,286,,5152819445,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709726587,617,7,2,87,49,f1h34qp5zbfl489q8vnkhiq9s,1,24.8,73.8,2024-08-17T14:44:59.752Z,2024-08-17T14:55:48Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5152820027,56,Back,5152820029,285,,5152820177,233,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709726695,618,1,2,87,54,f1h34qp5zbfl489q8vnkhiq9s,1,30.7,70.4,2024-08-17T14:45:04.912Z,2024-08-17T14:45:08Z,4yyiv4t6irqpeayug5qgvmkmh,B. Hvidt,,,5152820719,140,18.8,5152820717,56,Back,5152820725,213,3.14,5152820723,212,12.5,5152820721,141,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709726779,620,1,2,87,56,f1h34qp5zbfl489q8vnkhiq9s,1,18.8,70.4,2024-08-17T14:45:07.535Z,2024-08-17T14:55:27Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5152821117,56,Left,5152821119,140,52.8,5152821121,141,86.9,5152821123,212,37.4,5152821133,1,,5152821129,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709726805,621,1,2,87,59,f1h34qp5zbfl489q8vnkhiq9s,1,67.3,87.3,2024-08-17T14:45:10.199Z,2024-08-17T14:45:11Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5152821269,212,8.4,5152821267,141,75.0,5152821263,140,67.4,5152821271,213,4.72,5152821261,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709726851,622,1,2,88,0,f1h34qp5zbfl489q8vnkhiq9s,1,67.4,75.0,2024-08-17T14:45:11.319Z,2024-08-17T14:55:45Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5152821543,213,1.07,5152821541,212,13.2,5152821535,56,Left,5152821539,141,92.1,5152821537,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709726955,623,3,2,88,2,f1h34qp5zbfl489q8vnkhiq9s,1,71.8,87.0,2024-08-17T14:45:12.736Z,2024-08-17T15:06:29Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5152822149,233,791,5152822127,56,Left,5152822129,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709726843,791,45,2,88,2,7gkglopz9cjsysn2u6sbhuvc5,0,28.2,13.0,2024-08-17T14:45:12.736Z,2024-08-17T15:06:30Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5152821511,56,Back,5152821513,285,,5152822165,233,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709727117,624,1,2,88,6,f1h34qp5zbfl489q8vnkhiq9s,1,86.1,79.1,2024-08-17T14:45:16.695Z,2024-08-17T20:11:00Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5152823069,140,88.2,5152823067,56,Center,5152823063,2,,5152823065,155,,5152823073,212,16.9,5152823075,213,4.84,5152823071,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710068775,693,61,2,88,7,f1h34qp5zbfl489q8vnkhiq9s,1,90.1,52.5,2024-08-17T14:45:17.555Z,2024-08-17T20:10:52Z,46nx0rm8sod6bbo4a3d7g6jv8,E. Andersen,1.0,,5154710815,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709727129,625,14,2,88,10,f1h34qp5zbfl489q8vnkhiq9s,1,88.3,50.0,2024-08-17T14:45:20.800Z,2024-08-17T20:11:01Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5152826761,103,39.9,5152826735,74,,5152823141,17,,5152826757,102,52.5,5152826739,29,,5152826767,231,51.4,5152823139,22,,5152823143,56,Center,5152825503,72,,5152826765,230,99.0,5152826763,328,5152826743,154,5152826749,55,,,693,,,,,,,,,,,,,,,
2709727145,626,5,2,88,10,f1h34qp5zbfl489q8vnkhiq9s,0,101.8,51.4,2024-08-17T14:45:20.865Z,2024-08-17T15:07:18Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5152823255,56,Center,5152823425,233,792,5152823257,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709727087,792,5,2,88,10,7gkglopz9cjsysn2u6sbhuvc5,1,-1.8,48.6,2024-08-17T14:45:20.865Z,2024-08-17T15:07:17Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5152822955,56,Back,5152822959,346,,5152823357,233,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709727577,793,1,2,88,26,7gkglopz9cjsysn2u6sbhuvc5,1,3.6,56.9,2024-08-17T14:45:37.551Z,2024-08-17T14:45:39Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5152825679,189,,5152825613,213,0.72,5152825601,124,,5152825603,56,Back,5152825605,140,25.0,5152825619,237,,5152825609,212,29.9,5152825607,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709727673,794,1,2,88,29,7gkglopz9cjsysn2u6sbhuvc5,1,25.0,86.0,2024-08-17T14:45:39.896Z,2024-08-17T14:45:42Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5152826109,212,5.2,5152826107,141,79.1,5152826101,56,Back,5152826103,140,22.9,5152826111,213,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709727793,795,1,2,88,32,7gkglopz9cjsysn2u6sbhuvc5,1,26.3,70.6,2024-08-17T14:45:42.719Z,2024-08-17T14:45:46Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152826715,141,39.4,5152826713,140,26.8,5152826711,56,Back,5152826719,213,4.74,5152826717,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709727877,796,1,2,88,35,7gkglopz9cjsysn2u6sbhuvc5,1,29.5,34.6,2024-08-17T14:45:46.295Z,2024-08-17T14:45:49Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5152827261,141,46.9,5152827263,212,15.3,5152827265,213,0.58,5152827257,56,Back,5152827259,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709727929,797,1,2,88,38,7gkglopz9cjsysn2u6sbhuvc5,1,44.6,48.5,2024-08-17T14:45:49.127Z,2024-08-17T14:45:51Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5152827467,56,Back,5152827469,140,36.1,5152827525,156,,5152827471,141,56.9,5152827475,213,2.57,5152827473,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709728163,798,1,2,88,41,7gkglopz9cjsysn2u6sbhuvc5,1,36.1,56.9,2024-08-17T14:45:51.775Z,2024-08-17T14:45:56Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152828717,213,4.94,5152828709,56,Back,5152828713,141,35.8,5152828715,212,14.7,5152828711,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709728317,799,1,2,88,46,7gkglopz9cjsysn2u6sbhuvc5,0,55.9,30.6,2024-08-17T14:45:56.655Z,2024-08-17T14:46:01Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5152829611,141,76.9,5152829605,155,,5152829613,212,48.3,5152829615,213,0.71,5152829609,140,90.8,5152829607,56,Center,5152829619,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709728475,628,1,2,88,50,f1h34qp5zbfl489q8vnkhiq9s,0,9.1,16.1,2024-08-17T14:46:00.935Z,2024-08-17T14:46:09Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5152830461,141,17.6,5152830459,140,62.0,5152830465,213,0.02,5152830463,212,55.6,5152830455,56,Right,5152830467,1,,5152830449,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709728693,800,1,2,88,59,7gkglopz9cjsysn2u6sbhuvc5,0,43.8,67.2,2024-08-17T14:46:10.528Z,2024-08-17T14:46:14Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152831631,140,73.1,5152831629,56,Center,5152831633,141,34.8,5152831635,212,37.8,5152831625,155,,5152831639,1,,5152831637,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709728741,629,44,2,89,2,f1h34qp5zbfl489q8vnkhiq9s,1,28.9,67.6,2024-08-17T14:46:13.318Z,2024-08-17T15:07:57Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5152831877,285,,5152831933,233,801,5152831875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709728703,801,44,2,89,2,7gkglopz9cjsysn2u6sbhuvc5,0,71.1,32.4,2024-08-17T14:46:13.319Z,2024-08-17T15:07:57Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5152831691,56,Center,5152831693,286,,5152832015,233,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709728789,630,1,2,89,3,f1h34qp5zbfl489q8vnkhiq9s,0,32.3,71.6,2024-08-17T14:46:13.969Z,2024-08-17T15:09:46Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5152832147,212,25.5,5152832141,141,89.4,5152832137,140,10.9,5152832151,213,2.65,5152832129,3,,5152832133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709728903,802,1,2,89,5,7gkglopz9cjsysn2u6sbhuvc5,1,90.0,15.0,2024-08-17T14:46:15.976Z,2024-08-17T14:46:20Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5152832777,1,,5152832769,140,90.1,5152832767,56,Left,5152832775,213,1.57,5152832773,212,45.0,5152832763,2,,5152832765,155,,5152832771,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709728963,803,1,2,89,10,7gkglopz9cjsysn2u6sbhuvc5,1,90.1,81.2,2024-08-17T14:46:20.560Z,2024-08-17T14:54:20Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5152833109,140,82.7,5152833107,56,Center,5152833111,141,72.1,5152833115,213,3.81,5152833113,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709729007,631,83,2,89,11,f1h34qp5zbfl489q8vnkhiq9s,1,17.6,29.4,2024-08-17T14:46:22.382Z,2024-08-17T15:09:53Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5152964881,399,11cna826ls27ahux2w0ckapqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709728987,804,43,2,89,12,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-17T14:46:22.777Z,2024-08-17T14:46:27Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5152833251,155,0,5152833269,213,0.00,5152833255,56,Center,5152833265,212,0,5152833259,140,83.8,5152833263,141,70.6,5152833743,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709728993,805,61,2,89,12,7gkglopz9cjsysn2u6sbhuvc5,0,82.4,70.6,2024-08-17T14:46:23.381Z,2024-08-17T14:54:48Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5152833323,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709729141,633,1,2,89,16,f1h34qp5zbfl489q8vnkhiq9s,0,14.5,8.9,2024-08-17T14:46:27.215Z,2024-08-17T14:46:29Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5152834225,157,,5152834237,1,,5152834231,141,6.8,5152834227,56,Back,5152834229,140,45.8,5152834233,212,32.9,5152834235,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709729231,806,1,2,89,19,7gkglopz9cjsysn2u6sbhuvc5,1,43.9,86.0,2024-08-17T14:46:30.447Z,2024-08-17T14:55:13Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152834637,141,85.7,5152834639,212,8.6,5152834635,140,52.1,5152834633,56,Left,5152834641,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709729359,807,1,2,89,22,7gkglopz9cjsysn2u6sbhuvc5,1,52.1,85.7,2024-08-17T14:46:32.825Z,2024-08-17T14:55:22Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5152835401,140,84.1,5152835415,1,,5152835411,213,0.00,5152835405,141,85.9,5152835407,212,33.6,5152835397,155,,5152835399,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
