id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2711341165,607,1,2,68,29,8gxd9ry2580pu1b1dd5ny9ymy,1,70.0,45.5,2024-08-20T18:25:41.451Z,2024-08-20T19:45:19Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,1.0,5161812433,210,13,5161759835,140,59.8,5161759837,141,40.0,5161759833,56,Center,5161759839,212,11.3,5161759841,213,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341171,608,13,2,68,35,8gxd9ry2580pu1b1dd5ny9ymy,1,86.8,70.7,2024-08-20T18:25:47.122Z,2024-08-20T19:48:08Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,5161812455,146,95.4,5161812457,147,52.0,5161995335,84,,5161995337,153,,5161812451,103,4.2,5161759853,56,Center,5161812445,55,607,5161995341,231,55.1,5161759849,22,,5161812449,102,41.0,5161812443,29,5161995333,72,,5161995339,230,,96.2,5161759851,64,,5161812453,215,,,,,,,
2711341199,713,10,2,68,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,4.6,45.6,2024-08-20T18:25:47.222Z,2024-08-20T19:58:02Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5161759993,178,,5161995349,233,608,5161759991,173,,5161759995,182,,5162027069,190,,5161759997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341239,714,1,2,68,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,11.5,49.0,2024-08-20T18:25:55.809Z,2024-08-20T18:44:40Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5161760185,212,23.1,5161760187,213,0.95,5161760179,56,Back,5161760181,140,24.2,5161760177,123,,5161760183,141,76.7,5161760209,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341263,715,1,2,68,48,aqtkb4mgrz8c6iqfufj6qjbv9,0,41.3,81.8,2024-08-20T18:25:59.856Z,2024-08-20T18:26:00Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5161760309,141,81.8,5161760307,140,71.3,5161760313,213,0.00,5161760311,212,31.5,5161760305,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341299,610,1,2,68,50,8gxd9ry2580pu1b1dd5ny9ymy,1,24.0,11.1,2024-08-20T18:26:02.482Z,2024-08-20T18:26:04Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5161760497,56,Back,5161760501,141,23.7,5161760505,213,0.65,5161760503,212,14.1,5161760499,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341309,611,1,2,68,52,8gxd9ry2580pu1b1dd5ny9ymy,1,30.6,24.3,2024-08-20T18:26:04.185Z,2024-08-20T18:26:05Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5161760559,140,43.8,5161760563,212,13.9,5161760561,141,24.6,5161760557,56,Back,5161760565,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341349,612,1,2,68,53,8gxd9ry2580pu1b1dd5ny9ymy,1,42.3,24.1,2024-08-20T18:26:05.761Z,2024-08-20T18:26:11Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5161760799,141,34.9,5161760797,140,33.9,5161760801,212,11.5,5161760803,213,2.45,5161760795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341353,613,1,2,68,59,8gxd9ry2580pu1b1dd5ny9ymy,1,47.8,32.1,2024-08-20T18:26:10.937Z,2024-08-20T18:26:11Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5161760817,212,7.4,5161760815,141,27.6,5161760819,213,3.57,5161760811,56,Back,5161760813,140,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341363,614,1,2,68,59,8gxd9ry2580pu1b1dd5ny9ymy,1,41.4,27.6,2024-08-20T18:26:11.521Z,2024-08-20T18:26:13Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5161760897,141,49.6,5161760901,213,2.17,5161760895,140,31.7,5161760899,212,18.1,5161760893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341433,615,1,2,69,1,8gxd9ry2580pu1b1dd5ny9ymy,1,31.7,46.9,2024-08-20T18:26:13.193Z,2024-08-20T18:26:20Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5161761247,212,13.5,5161761245,141,27.3,5161761249,213,4.56,5161761241,56,Back,5161761243,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341455,616,1,2,69,8,8gxd9ry2580pu1b1dd5ny9ymy,1,39.1,21.3,2024-08-20T18:26:19.866Z,2024-08-20T18:26:23Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5161761389,213,0.28,5161761383,140,61.5,5161761381,56,Center,5161761379,155,,5161761387,212,24.5,5161761385,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341459,617,61,2,69,11,8gxd9ry2580pu1b1dd5ny9ymy,1,61.2,32.1,2024-08-20T18:26:22.881Z,2024-08-20T18:26:23Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5161761397,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341475,618,3,2,69,12,8gxd9ry2580pu1b1dd5ny9ymy,0,56.8,33.2,2024-08-20T18:26:24.608Z,2024-08-20T18:58:04Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,5161761495,56,Center,5161761497,286,,5161761557,233,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341471,718,7,2,69,12,aqtkb4mgrz8c6iqfufj6qjbv9,0,43.2,66.8,2024-08-20T18:26:24.609Z,2024-08-20T18:58:04Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5161761479,285,,5161761531,233,618,5161761475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341525,619,1,2,69,15,8gxd9ry2580pu1b1dd5ny9ymy,1,55.1,29.1,2024-08-20T18:26:27.434Z,2024-08-20T18:26:29Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5161761779,141,6.7,5161761783,213,4.35,5161761781,212,16.3,5161761777,140,49.6,5161761775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341551,620,1,2,69,17,8gxd9ry2580pu1b1dd5ny9ymy,1,45.3,11.7,2024-08-20T18:26:29.274Z,2024-08-20T18:26:31Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5161761907,140,39.3,5161761913,212,12.7,5161761911,141,28.0,5161761915,213,2.09,5161761903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341611,621,1,2,69,19,8gxd9ry2580pu1b1dd5ny9ymy,1,40.4,27.1,2024-08-20T18:26:31.499Z,2024-08-20T18:26:38Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5161762239,56,Back,5161762245,212,28.2,5161762241,140,15.0,5161762249,213,2.81,5161762243,141,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341651,622,1,2,69,33,8gxd9ry2580pu1b1dd5ny9ymy,1,18.0,35.5,2024-08-20T18:26:44.873Z,2024-08-20T18:26:47Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5161762465,140,65.3,5161762467,141,39.5,5161762471,213,0.05,5161762461,155,,5161762463,56,Center,5161762473,1,,5161762469,212,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341655,623,44,2,69,35,8gxd9ry2580pu1b1dd5ny9ymy,1,65.2,35.5,2024-08-20T18:26:47.153Z,2024-08-20T18:58:22Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5161762593,233,721,5161762499,286,,5161762497,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341671,721,44,2,69,35,aqtkb4mgrz8c6iqfufj6qjbv9,0,34.8,64.5,2024-08-20T18:26:47.154Z,2024-08-20T18:58:22Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161762577,285,,5161762575,56,Back,5161762613,233,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341689,624,1,2,69,35,8gxd9ry2580pu1b1dd5ny9ymy,1,65.3,38.0,2024-08-20T18:26:47.521Z,2024-08-20T18:26:52Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5161762671,212,14.5,5161762667,140,68.8,5161762665,56,Center,5161762673,213,1.32,5161762669,141,58.7,5161762663,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341691,625,3,2,69,40,8gxd9ry2580pu1b1dd5ny9ymy,0,76.6,65.8,2024-08-20T18:26:52.633Z,2024-08-20T18:45:51Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5161762755,233,722,5161762677,56,Center,5161762679,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341701,722,7,2,69,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,23.4,34.2,2024-08-20T18:26:52.634Z,2024-08-20T18:26:58Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5161762719,56,Back,5161762747,233,625,5161762723,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341743,724,1,2,69,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,12.7,28.3,2024-08-20T18:26:54.076Z,2024-08-20T18:26:58Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5161762953,212,12.9,5161762949,140,23.0,5161762951,141,18.0,5161762955,213,5.71,5161762947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341747,725,1,2,69,45,aqtkb4mgrz8c6iqfufj6qjbv9,0,24.8,10.9,2024-08-20T18:26:57.120Z,2024-08-20T18:26:59Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5161762983,56,Center,5161762989,212,40.0,5161762991,213,0.29,5161762985,140,61.3,5161762993,1,,5161762987,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341761,626,1,2,69,47,8gxd9ry2580pu1b1dd5ny9ymy,0,43.6,84.7,2024-08-20T18:26:59.451Z,2024-08-20T18:27:00Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5161763065,141,89.0,5161763057,56,Left,5161763071,213,0.11,5161763051,157,,5161763061,140,68.2,5161763069,212,26.0,5161763073,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341781,726,1,2,69,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.0,15.2,2024-08-20T18:27:01.024Z,2024-08-20T18:27:04Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5161763215,56,Back,5161763223,213,3.39,5161763221,212,12.1,5161763217,140,26.8,5161763219,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341779,627,45,2,69,52,8gxd9ry2580pu1b1dd5ny9ymy,0,68.1,90.4,2024-08-20T18:27:03.977Z,2024-08-20T18:58:13Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5161763321,233,727,5161763213,286,,5161763211,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341789,727,3,2,69,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.9,9.6,2024-08-20T18:27:03.977Z,2024-08-20T18:58:12Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5161763293,233,627,5161763271,285,,5161763269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341807,728,1,2,69,53,aqtkb4mgrz8c6iqfufj6qjbv9,0,31.1,8.2,2024-08-20T18:27:05.570Z,2024-08-20T18:27:07Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5161763375,1,,5161763367,140,67.5,5161763365,56,Center,5161763371,212,43.1,5161763373,213,0.48,5161763369,141,37.4,5161763363,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341855,628,1,2,69,55,8gxd9ry2580pu1b1dd5ny9ymy,1,31.7,64.5,2024-08-20T18:27:07.689Z,2024-08-20T18:27:12Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5161763691,212,11.1,5161763683,3,,5161763689,141,65.4,5161763685,56,Back,5161763693,213,0.05,5161763687,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341887,630,1,2,70,2,8gxd9ry2580pu1b1dd5ny9ymy,0,58.0,40.1,2024-08-20T18:27:14.210Z,2024-08-20T18:27:15Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5161763871,141,44.5,5161763865,155,,5161763875,213,0.18,5161763867,56,Center,5161763873,212,17.2,5161763869,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341915,729,1,2,70,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.2,58.7,2024-08-20T18:27:15.840Z,2024-08-20T18:27:17Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5161764025,213,5.12,5161764019,140,35.4,5161764021,141,47.2,5161764015,3,,5161764023,212,8.5,5161764017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342207,632,27,2,70,10,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-08-20T18:27:22.739Z,2024-08-20T18:58:45Z,,,,5161765481,53,45dqseup0cmujyl4nprr29y0a,5161840807,233,731,5161765479,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711341961,731,27,2,70,10,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-20T18:27:22.739Z,2024-08-20T18:58:46Z,,,,5161840811,233,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342379,633,28,2,71,9,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-08-20T18:28:21.431Z,2024-08-20T18:28:23Z,,,,5161766449,55,632,5161766509,233,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342385,733,28,2,71,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-20T18:28:21.431Z,2024-08-20T18:28:23Z,,,,5161766539,233,633,5161766477,55,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342397,734,68,2,71,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.3,34.5,2024-08-20T18:28:23.686Z,2024-08-20T18:28:24Z,,,,5161766589,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342431,735,1,2,71,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.0,28.3,2024-08-20T18:28:25.675Z,2024-08-20T18:28:26Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161766729,56,Back,5161766735,212,8.0,5161766737,213,0.89,5161766733,141,37.4,5161766731,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342445,736,1,2,71,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.8,37.4,2024-08-20T18:28:26.753Z,2024-08-20T18:34:26Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5161766813,141,24.4,5161766811,140,30.5,5161766815,212,11.7,5161766809,56,Back,5161766817,213,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342461,737,1,2,71,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.9,25.5,2024-08-20T18:28:27.985Z,2024-08-20T18:28:29Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161766893,141,69.1,5161766891,140,27.2,5161766895,212,29.9,5161766889,56,Back,5161766897,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342485,738,1,2,71,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.2,69.1,2024-08-20T18:28:29.731Z,2024-08-20T18:28:33Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5161767027,141,67.6,5161767025,140,53.6,5161767031,213,6.25,5161767029,212,27.7,5161767023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342525,739,1,2,71,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.4,69.1,2024-08-20T18:28:34.392Z,2024-08-20T18:28:36Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,5161767247,141,86.8,5161767245,140,67.3,5161767249,212,18.1,5161767243,56,Left,5161767251,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342555,740,1,2,71,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.5,86.2,2024-08-20T18:28:36.281Z,2024-08-20T18:28:40Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5161767475,141,91.2,5161767477,212,14.8,5161767473,140,84.2,5161767471,56,Left,5161767479,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342579,741,1,2,71,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,87.1,89.1,2024-08-20T18:28:39.968Z,2024-08-20T18:28:42Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5161767643,141,89.1,5161767641,140,74.4,5161767645,212,13.3,5161767647,213,3.14,5161767639,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342645,742,1,2,71,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.3,86.8,2024-08-20T18:28:42.600Z,2024-08-20T18:28:51Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,5161768021,56,Center,5161768025,141,49.9,5161768027,212,28.9,5161768023,140,59.6,5161768029,213,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342679,743,1,2,71,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.2,29.7,2024-08-20T18:28:50.992Z,2024-08-20T18:28:54Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161768197,141,36.3,5161768195,140,36.3,5161768199,212,22.4,5161768193,56,Back,5161768201,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342699,744,1,2,71,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.3,39.1,2024-08-20T18:28:54.640Z,2024-08-20T18:28:57Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5161768303,140,42.6,5161768309,213,5.51,5161768301,56,Back,5161768305,141,20.6,5161768307,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342715,745,1,2,71,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.4,20.4,2024-08-20T18:28:57.475Z,2024-08-20T18:29:00Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161768419,56,Back,5161768427,213,1.92,5161768425,212,11.1,5161768421,140,39.8,5161768423,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342739,746,1,2,71,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.4,36.0,2024-08-20T18:28:59.881Z,2024-08-20T18:29:02Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5161768573,140,43.9,5161768571,56,Back,5161768579,213,5.02,5161768575,141,19.2,5161768577,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342767,747,1,2,71,50,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.2,19.2,2024-08-20T18:29:02.329Z,2024-08-20T18:29:05Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161768745,56,Center,5161768747,140,64.8,5161768751,212,22.5,5161768749,141,28.2,5161768753,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342789,748,1,2,71,53,aqtkb4mgrz8c6iqfufj6qjbv9,0,58.8,28.3,2024-08-20T18:29:05.544Z,2024-08-20T18:29:08Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,5161768839,56,Right,5161768847,213,5.94,5161768845,212,20.0,5161768841,140,76.8,5161768843,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342779,635,8,2,71,54,8gxd9ry2580pu1b1dd5ny9ymy,1,28.5,89.0,2024-08-20T18:29:06.567Z,2024-08-20T18:29:06Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5161768789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342783,636,5,2,71,55,8gxd9ry2580pu1b1dd5ny9ymy,0,25.2,101.6,2024-08-20T18:29:07.422Z,2024-08-20T18:58:43Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5161769065,233,749,5161768807,347,,5161768805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342817,749,5,2,71,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.8,-1.6,2024-08-20T18:29:07.422Z,2024-08-20T18:58:42Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,5161769059,233,636,5161769017,347,,5161769013,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342843,750,1,2,72,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,79.6,0.0,2024-08-20T18:29:13.528Z,2024-08-20T18:29:16Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5161769121,212,16.4,5161769123,213,1.84,5161769115,140,75.5,5161769111,107,,5161769119,141,21.2,5161769113,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342845,637,45,2,72,4,8gxd9ry2580pu1b1dd5ny9ymy,0,29.7,77.6,2024-08-20T18:29:16.161Z,2024-08-20T18:58:13Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5161769131,56,Back,5161769133,285,,5161769171,233,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342847,751,3,2,72,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.3,22.4,2024-08-20T18:29:16.161Z,2024-08-20T18:58:13Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5161769135,56,Center,5161769137,286,,5161769155,233,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342869,752,1,2,72,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.2,21.3,2024-08-20T18:29:16.320Z,2024-08-20T18:29:20Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5161769281,140,66.4,5161769279,56,Center,5161769283,141,35.7,5161769287,213,2.20,5161769285,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342875,753,1,2,72,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,66.4,35.7,2024-08-20T18:29:19.057Z,2024-08-20T18:29:21Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5161769317,56,Right,5161769323,212,16.2,5161769321,141,13.1,5161769319,140,61.4,5161769325,213,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342891,754,1,2,72,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.4,13.1,2024-08-20T18:29:20.544Z,2024-08-20T18:29:22Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161769403,56,Right,5161769409,212,9.4,5161769411,213,0.11,5161769405,140,70.3,5161769407,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342925,755,1,2,72,10,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.3,14.6,2024-08-20T18:29:22.472Z,2024-08-20T18:29:27Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5161769597,141,31.9,5161769595,140,58.6,5161769599,212,17.0,5161769601,213,2.38,5161769593,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342963,756,1,2,72,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.6,34.9,2024-08-20T18:29:27.424Z,2024-08-20T18:29:30Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5161769789,141,32.1,5161769793,213,6.11,5161769787,140,70.8,5161769791,212,10.9,5161769785,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342935,638,83,2,72,16,8gxd9ry2580pu1b1dd5ny9ymy,0,30.3,62.6,2024-08-20T18:29:28.638Z,2024-08-20T18:29:36Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5161770181,399,uiyol728wan4mxco2foplknp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711342999,757,1,2,72,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,75.2,53.7,2024-08-20T18:29:30.656Z,2024-08-20T18:29:34Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5161770035,213,0.68,5161770029,140,92.9,5161770033,212,23.9,5161770027,56,Center,5161770031,141,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711343023,758,1,2,72,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,92.9,75.7,2024-08-20T18:29:34.171Z,2024-08-20T18:29:42Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5161770155,212,28.6,5161770147,155,,5161770157,213,4.55,5161770153,141,34.2,5161770149,56,Center,5161770151,140,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711343089,639,4,2,72,30,8gxd9ry2580pu1b1dd5ny9ymy,1,10.4,64.0,2024-08-20T18:29:42.168Z,2024-08-20T18:29:49Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5161770599,233,759,5161770587,13,,5161770593,265,,5161770589,56,Back,5161770595,285,,5161770591,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711343073,759,4,2,72,30,aqtkb4mgrz8c6iqfufj6qjbv9,0,89.6,36.0,2024-08-20T18:29:42.169Z,2024-08-20T18:29:50Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,5161770485,286,,5161770477,13,,5161770605,233,639,5161770481,152,,5161770483,265,,5161770479,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
