id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/15/value
2734863097,489,1,2,66,14,8cfkisxf1fkxdqtt6tx1tup48,0,22.4,66.6,2024-10-18T18:25:06.725Z,2024-10-18T18:25:07Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5290616775,157,,5290616787,1,,5290616785,213,1.03,5290616777,56,Back,5290616783,212,28.1,5290616779,140,36.2,5290616781,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734863105,490,5,2,66,15,8cfkisxf1fkxdqtt6tx1tup48,0,36.2,101.8,2024-10-18T18:25:07.250Z,2024-10-18T19:04:38Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5290617111,233,819,5290616853,56,Back,5290616857,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734863125,819,5,2,66,15,b2vft81kyjurzbmekvgrqwr64,1,63.8,-1.8,2024-10-18T18:25:07.250Z,2024-10-18T18:25:11Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290616969,347,,5290616965,56,Right,5290617065,233,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734863365,821,1,2,66,26,b2vft81kyjurzbmekvgrqwr64,1,66.7,0.0,2024-10-18T18:25:18.553Z,2024-10-18T18:25:21Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5290618389,107,,5290618391,56,Back,5290618395,141,11.4,5290618393,140,43.5,5290618399,213,2.79,5290618401,1,,5290618397,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734863439,822,1,2,66,29,b2vft81kyjurzbmekvgrqwr64,1,44.1,11.7,2024-10-18T18:25:21.073Z,2024-10-18T18:25:24Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290618781,140,37.3,5290618779,56,Back,5290618783,141,47.3,5290618785,212,25.2,5290618789,213,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734863473,823,1,2,66,32,b2vft81kyjurzbmekvgrqwr64,1,37.3,47.3,2024-10-18T18:25:24.625Z,2024-10-18T18:25:26Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290618969,212,11.2,5290618967,141,62.7,5290618965,140,41.2,5290618971,213,1.20,5290618963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734863507,824,1,2,66,34,b2vft81kyjurzbmekvgrqwr64,1,41.2,62.7,2024-10-18T18:25:26.505Z,2024-10-18T18:25:28Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290619157,56,Back,5290619161,141,40.3,5290619163,212,16.3,5290619167,213,4.34,5290619159,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734863585,825,1,2,66,36,b2vft81kyjurzbmekvgrqwr64,1,35.6,40.3,2024-10-18T18:25:28.105Z,2024-10-18T18:25:31Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290619617,140,29.1,5290619623,213,4.35,5290619615,56,Back,5290619621,212,19.5,5290619619,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734863627,826,1,2,66,39,b2vft81kyjurzbmekvgrqwr64,1,27.4,17.0,2024-10-18T18:25:31.553Z,2024-10-18T18:25:33Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290619839,213,5.86,5290619837,212,11.0,5290619831,56,Back,5290619833,140,37.0,5290619835,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734863643,827,1,2,66,41,b2vft81kyjurzbmekvgrqwr64,0,37.0,10.4,2024-10-18T18:25:33.409Z,2024-10-18T18:25:34Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5290619939,212,8.5,5290619943,213,1.31,5290619927,140,39.1,5290619933,141,22.4,5290619923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734863653,491,8,2,66,42,8cfkisxf1fkxdqtt6tx1tup48,1,63.5,77.6,2024-10-18T18:25:34.140Z,2024-10-18T18:25:34Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5290619971,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734863829,493,1,2,66,47,8cfkisxf1fkxdqtt6tx1tup48,1,76.1,53.3,2024-10-18T18:25:39.035Z,2024-10-18T18:25:56Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,1.0,,5290622541,210,13,5290620901,141,28.0,5290620897,56,Center,5290620903,212,17.4,5290622543,154,,5290620899,140,78.3,5290620905,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734863833,494,13,2,66,48,8cfkisxf1fkxdqtt6tx1tup48,1,78.3,28.0,2024-10-18T18:25:40.956Z,2024-10-18T18:25:57Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5290622629,230,98.1,5290622631,231,47.3,5290622615,154,,5290622627,328,,5290620923,18,,5290622617,55,493,5290620921,22,,5290622625,108,,5290622611,73,,5290621435,20,,5290622613,29,5290620925,56,5290622621,102,65.4,5290622623,103,27.8,,,,,,,,,,,,,,,Center,,
2734863857,495,5,2,66,51,8cfkisxf1fkxdqtt6tx1tup48,0,101.2,58.5,2024-10-18T18:25:43.229Z,2024-10-18T19:04:39Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5290622903,233,828,5290621043,346,,5290621041,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734864175,828,5,2,66,51,b2vft81kyjurzbmekvgrqwr64,1,-1.2,41.5,2024-10-18T18:25:43.229Z,2024-10-18T19:04:39Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5290622825,233,495,5290622765,56,Back,5290622767,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734864279,829,1,2,67,5,b2vft81kyjurzbmekvgrqwr64,1,3.3,47.8,2024-10-18T18:25:57.768Z,2024-10-18T18:26:02Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5290623269,213,5.82,5290623257,56,Back,5290623259,140,10.9,5290623273,237,,5290623261,141,41.9,5290623255,124,,5290623265,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734864347,830,1,2,67,10,b2vft81kyjurzbmekvgrqwr64,1,15.5,41.8,2024-10-18T18:26:02.192Z,2024-10-18T18:26:05Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290623571,140,22.2,5290623577,213,5.14,5290623569,56,Back,5290623575,212,17.1,5290623573,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734864371,831,1,2,67,13,b2vft81kyjurzbmekvgrqwr64,1,22.2,18.9,2024-10-18T18:26:05.320Z,2024-10-18T18:26:07Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290623725,56,Back,5290623735,213,1.76,5290623727,140,19.5,5290623729,141,40.4,5290623731,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734864529,832,1,2,67,14,b2vft81kyjurzbmekvgrqwr64,1,19.5,40.4,2024-10-18T18:26:06.752Z,2024-10-18T18:26:13Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290624571,56,Back,5290624575,141,55.8,5290624573,140,9.3,5290624579,213,2.37,5290624577,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734864625,833,1,2,67,21,b2vft81kyjurzbmekvgrqwr64,0,9.2,53.0,2024-10-18T18:26:13.530Z,2024-10-18T18:26:17Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5290625003,140,64.9,5290624999,157,,5290625005,141,32.2,5290625001,56,Center,5290625007,212,60.2,5290625011,1,,5290625009,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734864733,497,1,2,67,26,8cfkisxf1fkxdqtt6tx1tup48,1,28.7,59.6,2024-10-18T18:26:18.972Z,2024-10-18T18:26:22Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5290625539,212,20.6,5290625533,56,Back,5290625541,213,3.63,5290625535,140,11.4,5290625537,141,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734864883,498,1,2,67,30,8cfkisxf1fkxdqtt6tx1tup48,0,11.0,45.1,2024-10-18T18:26:22.172Z,2024-10-18T18:27:16Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5290626389,1,,5290626381,140,43.8,5290626377,56,Back,5290626385,212,34.5,5290626383,141,48.5,5290626387,213,0.07,5290626373,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734864835,834,8,2,67,34,b2vft81kyjurzbmekvgrqwr64,1,47.3,35.4,2024-10-18T18:26:26.426Z,2024-10-18T18:26:26Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290626073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734864945,836,1,2,67,36,b2vft81kyjurzbmekvgrqwr64,1,49.4,48.2,2024-10-18T18:26:28.424Z,2024-10-18T18:26:32Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5290626751,56,Center,5290626753,140,60.4,5290626755,141,34.5,5290626759,213,5.60,5290626757,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734864891,499,43,2,67,36,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-10-18T18:26:28.467Z,2024-10-18T18:27:14Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5290626443,56,Back,5290632025,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734865093,837,1,2,67,39,b2vft81kyjurzbmekvgrqwr64,1,60.4,34.5,2024-10-18T18:26:31.744Z,2024-10-18T18:26:38Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290627623,212,19.5,5290627617,56,Right,5290627625,213,5.52,5290627621,141,14.6,5290627619,140,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734865157,838,1,2,67,45,b2vft81kyjurzbmekvgrqwr64,1,71.4,27.9,2024-10-18T18:26:37.904Z,2024-10-18T18:26:41Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5290627995,1,,5290627993,213,1.45,5290627987,140,75.3,5290627989,141,76.1,5290627991,212,33.0,5290627985,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734865179,839,1,2,67,49,b2vft81kyjurzbmekvgrqwr64,0,75.3,76.1,2024-10-18T18:26:41.072Z,2024-10-18T19:49:36Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5290628111,213,5.46,5290628109,212,13.0,5290628107,141,62.1,5290628101,155,,5290628099,2,,5290628103,56,Center,5290628105,140,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734865269,500,12,2,67,50,8cfkisxf1fkxdqtt6tx1tup48,1,11.6,44.2,2024-10-18T18:26:42.691Z,2024-10-18T18:26:47Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5290628615,56,Back,5290628623,213,5.68,5290628617,140,34.2,5290628621,212,28.8,5290628619,141,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734865301,501,1,2,67,54,8cfkisxf1fkxdqtt6tx1tup48,0,34.3,20.0,2024-10-18T18:26:46.931Z,2024-10-18T19:49:38Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5290628811,141,18.0,5290628809,140,39.5,5290628807,56,Back,5290628815,213,6.04,5290628813,212,5.6,5290628805,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734909699,716,43,2,67,55,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-10-18T18:26:47.023Z,2024-10-18T19:04:35Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5290870195,285,0,5290870193,56,Back,5290872089,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734865379,840,1,2,67,56,b2vft81kyjurzbmekvgrqwr64,1,60.8,70.6,2024-10-18T18:26:48.847Z,2024-10-18T18:26:51Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5290629177,141,89.6,5290629179,212,16.2,5290629181,213,0.92,5290629173,56,Left,5290629175,140,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734865515,841,1,2,67,59,b2vft81kyjurzbmekvgrqwr64,1,70.1,89.6,2024-10-18T18:26:51.103Z,2024-10-18T18:26:58Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290629965,213,5.84,5290629963,212,10.1,5290629961,141,83.3,5290629959,140,78.8,5290629957,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734865533,842,61,2,68,5,b2vft81kyjurzbmekvgrqwr64,0,83.6,84.4,2024-10-18T18:26:57.752Z,2024-10-18T18:26:58Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290630061,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734865895,502,5,2,68,8,8cfkisxf1fkxdqtt6tx1tup48,1,-0.8,17.8,2024-10-18T18:27:00.557Z,2024-10-18T18:38:15Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5290632213,56,Back,5290632215,346,,5290632265,233,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734865581,843,5,2,68,8,b2vft81kyjurzbmekvgrqwr64,0,100.8,82.2,2024-10-18T18:27:00.557Z,2024-10-18T19:04:39Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290632293,233,502,5290630357,346,,5290630355,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734866121,503,1,2,68,32,8cfkisxf1fkxdqtt6tx1tup48,0,4.3,57.8,2024-10-18T18:27:24.356Z,2024-10-18T18:27:28Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5290633467,140,61.8,5290633459,124,,5290633483,1,,5290633477,213,0.08,5290633469,141,64.6,5290633463,56,Center,5290633473,212,60.6,5290633487,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734866175,844,61,2,68,38,b2vft81kyjurzbmekvgrqwr64,1,39.2,42.2,2024-10-18T18:27:30.492Z,2024-10-18T18:27:30Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5290633723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734866263,846,1,2,68,40,b2vft81kyjurzbmekvgrqwr64,0,31.7,59.1,2024-10-18T18:27:32.521Z,2024-10-18T18:27:34Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290634157,141,65.7,5290634159,212,36.5,5290634161,213,0.12,5290634155,140,66.2,5290634153,56,Center,5290634163,1,,5290634151,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734866511,847,43,2,68,50,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-10-18T18:27:42.207Z,2024-10-18T18:27:55Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5290635599,286,0,5290635593,167,0,5290635595,56,Left,5290637027,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734866519,848,43,2,68,51,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-10-18T18:27:43.672Z,2024-10-18T18:27:56Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5290635657,347,0,5290637131,144,5,5290635655,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734866653,505,4,2,68,57,8cfkisxf1fkxdqtt6tx1tup48,1,31.4,12.7,2024-10-18T18:27:49.586Z,2024-10-18T19:49:42Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5290636531,56,Back,5290636543,265,,5290636521,13,,5290636549,285,,5290636537,152,,5290636919,233,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734866699,849,4,2,68,57,b2vft81kyjurzbmekvgrqwr64,0,68.6,87.3,2024-10-18T18:27:49.587Z,2024-10-18T19:49:41Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5290636963,233,505,5290636889,265,,5290636891,286,,5290636887,152,,5290636885,56,Left,5290636883,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734866773,506,1,2,69,0,8cfkisxf1fkxdqtt6tx1tup48,1,24.5,15.6,2024-10-18T18:27:53.018Z,2024-10-18T18:27:56Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5290637071,141,29.8,5290637065,152,,5290637063,5,,5290637073,212,12.7,5290637075,213,2.27,5290637067,56,Back,5290637069,140,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734866829,507,1,2,69,3,8cfkisxf1fkxdqtt6tx1tup48,1,21.3,28.9,2024-10-18T18:27:55.291Z,2024-10-18T18:27:58Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5290637367,141,10.7,5290637363,56,Back,5290637365,140,25.4,5290637371,213,5.05,5290637369,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734866901,508,1,2,69,6,8cfkisxf1fkxdqtt6tx1tup48,1,25.4,10.7,2024-10-18T18:27:58.714Z,2024-10-18T18:28:02Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5290637779,213,2.52,5290637769,140,7.9,5290637777,212,22.6,5290637765,56,Back,5290637773,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734866965,509,1,2,69,10,8cfkisxf1fkxdqtt6tx1tup48,1,7.8,30.3,2024-10-18T18:28:02.066Z,2024-10-18T18:28:05Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5290638087,56,Back,5290638093,212,5.1,5290638095,213,0.54,5290638091,141,34.2,5290638089,140,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867011,510,1,2,69,12,8cfkisxf1fkxdqtt6tx1tup48,1,10.2,23.1,2024-10-18T18:28:04.979Z,2024-10-18T18:28:07Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5290638351,56,Back,5290638353,140,26.2,5290638355,141,12.0,5290638359,213,5.86,5290638357,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867039,511,1,2,69,14,8cfkisxf1fkxdqtt6tx1tup48,0,26.3,11.9,2024-10-18T18:28:06.834Z,2024-10-18T18:34:04Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5290638495,213,0.84,5290638493,212,4.7,5290638487,56,Back,5290638489,140,29.3,5290638491,141,17.1,5290683289,233,879,5290683293,286,,5290683287,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734872411,879,74,2,69,14,b2vft81kyjurzbmekvgrqwr64,1,74.1,94.4,2024-10-18T18:28:06.835Z,2024-10-18T19:03:33Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5290683361,233,511,5290671797,56,Left,5290671799,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867125,512,61,2,69,18,8cfkisxf1fkxdqtt6tx1tup48,1,29.3,17.1,2024-10-18T18:28:10.770Z,2024-10-18T18:28:11Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5290638885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867189,513,5,2,69,19,8cfkisxf1fkxdqtt6tx1tup48,0,25.6,-2.0,2024-10-18T18:28:11.256Z,2024-10-18T19:04:40Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5290639197,56,Back,5290639305,233,850,5290639199,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867161,850,5,2,69,19,b2vft81kyjurzbmekvgrqwr64,1,74.4,102.0,2024-10-18T18:28:11.256Z,2024-10-18T18:28:13Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5290639247,233,513,5290639097,56,Left,5290639103,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867209,851,1,2,69,20,b2vft81kyjurzbmekvgrqwr64,0,74.3,100.0,2024-10-18T18:28:12.102Z,2024-10-18T19:49:44Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5290639341,107,,5290639351,213,5.45,5290639345,140,85.6,5290639343,56,Left,5290639349,212,17.7,5290639347,141,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867207,514,1,2,69,22,8cfkisxf1fkxdqtt6tx1tup48,0,10.7,19.0,2024-10-18T18:28:14.359Z,2024-10-18T18:32:10Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5290666775,213,0.16,5290666773,212,32.5,5290666765,157,,5290666771,141,26.6,5290666769,140,41.3,5290666777,1,,5290639327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867259,852,1,2,69,23,b2vft81kyjurzbmekvgrqwr64,0,58.4,71.5,2024-10-18T18:28:15.959Z,2024-10-18T19:49:46Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5290639615,56,Center,5290639613,3,,5290639617,140,61.4,5290639623,213,5.32,5290639621,212,5.5,5290639619,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867327,515,61,2,69,28,8cfkisxf1fkxdqtt6tx1tup48,0,29.3,26.1,2024-10-18T18:28:20.394Z,2024-10-18T18:43:15Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5290640067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867377,854,1,2,69,30,b2vft81kyjurzbmekvgrqwr64,1,45.6,61.8,2024-10-18T18:28:22.318Z,2024-10-18T18:28:24Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290640443,140,58.5,5290640447,141,66.0,5290640457,213,0.21,5290640437,56,Center,5290640451,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867465,855,1,2,69,31,b2vft81kyjurzbmekvgrqwr64,1,58.5,66.0,2024-10-18T18:28:23.910Z,2024-10-18T18:28:27Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290640897,1,,5290640889,140,70.8,5290640891,141,20.7,5290640895,213,5.11,5290640893,212,33.4,5290640887,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867515,856,1,2,69,36,b2vft81kyjurzbmekvgrqwr64,1,76.7,19.4,2024-10-18T18:28:28.182Z,2024-10-18T18:28:29Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5290641177,56,Center,5290641185,213,1.76,5290641183,212,9.4,5290641181,141,33.0,5290641179,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867537,857,1,2,69,37,b2vft81kyjurzbmekvgrqwr64,1,75.0,33.0,2024-10-18T18:28:29.454Z,2024-10-18T18:28:31Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290641321,140,62.8,5290641319,56,Center,5290641329,213,3.69,5290641323,141,21.6,5290641325,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867629,858,1,2,69,38,b2vft81kyjurzbmekvgrqwr64,1,62.8,21.6,2024-10-18T18:28:30.790Z,2024-10-18T18:28:34Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290641755,141,34.3,5290641753,140,78.3,5290641751,56,Center,5290641757,212,18.4,5290641759,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867661,859,1,2,69,41,b2vft81kyjurzbmekvgrqwr64,1,78.3,34.3,2024-10-18T18:28:33.965Z,2024-10-18T18:28:35Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5290641925,56,Right,5290641927,140,79.5,5290641933,213,4.81,5290641929,141,15.5,5290641931,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867753,860,1,2,69,43,b2vft81kyjurzbmekvgrqwr64,1,79.5,15.5,2024-10-18T18:28:35.301Z,2024-10-18T18:28:39Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290642389,140,88.5,5290642399,213,6.06,5290642393,141,12.3,5290642385,56,Right,5290642397,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734867773,861,1,2,69,47,b2vft81kyjurzbmekvgrqwr64,1,88.5,12.3,2024-10-18T18:28:39.390Z,2024-10-18T18:28:41Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5290642515,141,23.3,5290642513,140,76.3,5290642517,212,14.8,5290642519,213,2.61,5290642511,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
