id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2740116065,651,1,2,63,41,b2vft81kyjurzbmekvgrqwr64,1,88.8,72.3,2024-10-27T15:22:32.066Z,2024-10-27T16:23:20Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5319202007,212,7.9,5319202009,213,1.49,5319202003,140,89.4,5319202001,56,Left,5319202005,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740116097,652,1,2,63,42,b2vft81kyjurzbmekvgrqwr64,1,88.6,89.4,2024-10-27T15:22:33.635Z,2024-10-27T15:22:35Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5319202181,213,2.94,5319202175,141,93.3,5319202171,140,76.3,5319202167,56,Left,5319202179,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740116133,653,1,2,63,44,b2vft81kyjurzbmekvgrqwr64,1,76.3,93.3,2024-10-27T15:22:35.498Z,2024-10-27T15:22:37Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5319202383,140,73.2,5319202387,212,9.9,5319202391,213,4.38,5319202385,141,79.6,5319202381,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740116157,654,1,2,63,46,b2vft81kyjurzbmekvgrqwr64,1,72.0,82.0,2024-10-27T15:22:37.738Z,2024-10-27T15:22:39Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5319202539,212,5.8,5319202537,141,84.7,5319202533,56,Left,5319202535,140,77.2,5319202541,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740116203,655,1,2,63,48,b2vft81kyjurzbmekvgrqwr64,1,77.2,84.7,2024-10-27T15:22:39.378Z,2024-10-27T15:22:42Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5319202789,140,75.7,5319202791,141,73.6,5319202793,212,7.7,5319202787,56,Center,5319202795,213,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740116275,564,45,2,63,51,6wwwud48qahpwrfxs20334qk5,0,30.2,25.8,2024-10-27T15:22:42.362Z,2024-10-27T16:24:08Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5319203189,56,Back,5319203365,233,656,5319203191,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740116259,656,3,2,63,51,b2vft81kyjurzbmekvgrqwr64,1,69.8,74.2,2024-10-27T15:22:42.362Z,2024-10-27T16:24:08Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5319203119,286,,5319203117,56,Center,5319203265,233,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740116219,563,83,2,63,52,6wwwud48qahpwrfxs20334qk5,0,29.8,31.3,2024-10-27T15:22:43.174Z,2024-10-27T15:22:49Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5319203637,399,4qyfoq5fjiochtj89w426lm21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740116305,657,1,2,63,54,b2vft81kyjurzbmekvgrqwr64,1,67.7,78.2,2024-10-27T15:22:44.914Z,2024-10-27T15:22:47Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5319203473,141,87.7,5319203477,213,2.01,5319203469,56,Left,5319203475,212,7.1,5319203471,140,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740116327,658,1,2,63,57,b2vft81kyjurzbmekvgrqwr64,0,62.0,87.4,2024-10-27T15:22:48.051Z,2024-10-27T15:22:50Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5319203609,212,35.4,5319203603,56,Left,5319203611,213,0.26,5319203607,141,100.0,5319203679,1,,5319203605,140,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740116613,565,5,2,63,58,6wwwud48qahpwrfxs20334qk5,1,8.4,-1.2,2024-10-27T15:22:49.637Z,2024-10-27T16:24:40Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5319205299,233,659,5319205217,56,Back,5319205219,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740116347,659,5,2,63,58,b2vft81kyjurzbmekvgrqwr64,0,91.6,101.2,2024-10-27T15:22:49.637Z,2024-10-27T16:24:41Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5319203711,347,,5319203709,56,Left,5319205349,233,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740116693,566,1,2,64,16,6wwwud48qahpwrfxs20334qk5,1,13.5,0.0,2024-10-27T15:23:07.374Z,2024-10-27T15:23:11Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5319205647,213,1.04,5319205643,141,34.8,5319205639,56,Back,5319205645,212,29.1,5319205641,140,27.6,5319205635,107,,5319205651,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740116765,567,1,2,64,20,6wwwud48qahpwrfxs20334qk5,1,30.6,39.8,2024-10-27T15:23:10.926Z,2024-10-27T15:23:17Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5319206157,141,87.1,5319206153,56,Back,5319206155,140,41.6,5319206161,213,1.23,5319206163,1,,5319206159,212,34.2,5319206151,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740116859,568,1,2,64,26,6wwwud48qahpwrfxs20334qk5,1,45.0,76.0,2024-10-27T15:23:17.661Z,2024-10-27T15:23:25Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5319206825,141,34.9,5319206819,155,,5319206827,212,45.5,5319206823,140,79.2,5319206831,1,,5319206821,56,Center,5319206829,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740116979,569,1,2,64,33,6wwwud48qahpwrfxs20334qk5,1,97.8,14.0,2024-10-27T15:23:24.845Z,2024-10-27T15:23:31Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5319207405,140,90.8,5319207409,212,8.2,5319207403,56,Right,5319207411,213,3.61,5319207407,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740117021,570,1,2,64,40,6wwwud48qahpwrfxs20334qk5,1,87.4,9.2,2024-10-27T15:23:31.461Z,2024-10-27T15:23:35Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5319207689,141,9.1,5319207691,212,16.3,5319207693,213,3.15,5319207687,140,71.9,5319207685,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740117071,571,1,2,64,44,6wwwud48qahpwrfxs20334qk5,1,71.0,8.9,2024-10-27T15:23:35.093Z,2024-10-27T15:23:37Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5319207935,141,5.0,5319207937,212,14.1,5319207933,140,84.2,5319207931,56,Right,5319207939,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740117123,572,1,2,64,46,6wwwud48qahpwrfxs20334qk5,1,84.2,5.3,2024-10-27T15:23:37.413Z,2024-10-27T15:23:41Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5319208253,140,82.1,5319208259,213,1.88,5319208257,212,7.3,5319208255,141,15.5,5319208251,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740117141,573,1,2,64,50,6wwwud48qahpwrfxs20334qk5,1,82.6,16.4,2024-10-27T15:23:41.239Z,2024-10-27T22:07:06Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5319208351,140,82.4,5319208355,141,5.8,5319208361,213,4.68,5319208343,56,Right,5319208359,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740117167,574,1,2,64,52,6wwwud48qahpwrfxs20334qk5,1,82.4,5.3,2024-10-27T15:23:42.998Z,2024-10-27T15:23:44Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5319208495,213,3.03,5319208487,56,Right,5319208493,212,15.6,5319208491,141,7.9,5319208489,140,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740117271,575,1,2,64,55,6wwwud48qahpwrfxs20334qk5,1,67.6,5.9,2024-10-27T15:23:46.821Z,2024-10-27T15:23:50Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5319209101,56,Center,5319209105,141,26.1,5319209109,213,2.38,5319209103,140,53.9,5319209107,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740117291,576,1,2,64,58,6wwwud48qahpwrfxs20334qk5,0,53.9,26.4,2024-10-27T15:23:49.671Z,2024-10-27T15:23:51Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5319209211,56,Right,5319209221,212,27.4,5319209209,155,,5319209223,213,5.66,5319209213,140,75.1,5319209219,141,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740117301,660,1,2,64,59,b2vft81kyjurzbmekvgrqwr64,1,21.8,89.4,2024-10-27T15:23:50.203Z,2024-10-27T15:23:52Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5319209301,212,10.4,5319209299,141,81.1,5319209295,56,Back,5319209297,140,30.1,5319209305,213,5.71,5319209293,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740117325,662,50,2,65,2,b2vft81kyjurzbmekvgrqwr64,1,32.8,80.3,2024-10-27T15:23:53.082Z,2024-10-27T16:50:50Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5319209397,56,Back,5319209829,233,577,5319795433,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740117399,577,7,2,65,2,6wwwud48qahpwrfxs20334qk5,1,67.2,19.7,2024-10-27T15:23:53.083Z,2024-10-27T16:50:50Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5319209801,233,662,5319209729,56,Right,5319209871,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740117411,578,4,2,65,5,6wwwud48qahpwrfxs20334qk5,1,61.1,27.6,2024-10-27T15:23:56.281Z,2024-10-27T15:24:00Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5319209947,152,,5319209943,13,,5319209949,265,,5319209945,56,Center,5319209989,233,663,5319209951,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740117385,663,4,2,65,5,b2vft81kyjurzbmekvgrqwr64,0,38.9,72.4,2024-10-27T15:23:56.282Z,2024-10-27T15:24:01Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5319210015,233,578,5319209763,152,,5319209759,13,,5319209767,285,,5319209765,265,,5319209761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740117845,579,1,2,65,28,6wwwud48qahpwrfxs20334qk5,1,64.7,24.7,2024-10-27T15:24:19.380Z,2024-10-27T15:24:23Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5319212469,152,,5319212475,141,35.5,5319212473,140,55.5,5319212477,212,12.1,5319212471,56,Center,5319212467,5,,5319212479,213,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740117905,580,1,2,65,32,6wwwud48qahpwrfxs20334qk5,1,53.9,35.2,2024-10-27T15:24:23.244Z,2024-10-27T15:24:27Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5319212865,56,Center,5319212871,212,24.0,5319212867,140,51.0,5319212873,213,1.70,5319212869,141,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740118025,581,1,2,65,36,6wwwud48qahpwrfxs20334qk5,1,51.0,70.2,2024-10-27T15:24:27.164Z,2024-10-27T15:24:34Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5319213575,213,4.34,5319213571,141,49.0,5319213567,56,Back,5319213569,140,45.6,5319213573,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740118093,582,1,2,65,43,6wwwud48qahpwrfxs20334qk5,1,56.0,53.4,2024-10-27T15:24:34.028Z,2024-10-27T15:24:38Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5319213981,56,Center,5319213985,141,42.2,5319213987,212,13.7,5319213989,213,5.69,5319213983,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740118141,583,1,2,65,47,6wwwud48qahpwrfxs20334qk5,1,66.1,41.0,2024-10-27T15:24:38.324Z,2024-10-27T22:07:20Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5319214211,56,Center,5319214215,141,52.7,5319214213,140,53.5,5319214219,213,2.60,5319214217,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740118149,584,1,2,65,50,6wwwud48qahpwrfxs20334qk5,1,52.5,53.0,2024-10-27T15:24:41.268Z,2024-10-27T22:07:16Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5319214269,141,66.1,5319214273,213,2.31,5319214267,140,44.7,5319214271,212,12.1,5319214265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740118181,585,1,2,65,50,6wwwud48qahpwrfxs20334qk5,1,45.4,66.3,2024-10-27T15:24:41.900Z,2024-10-27T22:06:59Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5319214409,140,46.1,5319214415,213,4.76,5319214411,141,45.7,5319214413,212,14.0,5319214405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740118229,586,1,2,65,52,6wwwud48qahpwrfxs20334qk5,1,46.6,43.9,2024-10-27T15:24:43.620Z,2024-10-27T22:07:25Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5319214729,212,21.9,5319214731,213,5.50,5319214723,56,Center,5319214727,141,21.2,5319214725,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740118243,587,1,2,65,53,6wwwud48qahpwrfxs20334qk5,0,62.6,20.6,2024-10-27T15:24:44.197Z,2024-10-27T16:35:08Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5319214811,140,100.0,5319214815,212,40.2,5319214809,56,Center,5319214817,213,0.02,5319214819,1,,5319214813,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740118249,588,5,2,65,54,6wwwud48qahpwrfxs20334qk5,0,100.8,21.0,2024-10-27T15:24:45.619Z,2024-10-27T16:24:41Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5319214841,56,Right,5319218361,233,664,5319214843,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740118833,664,5,2,65,54,b2vft81kyjurzbmekvgrqwr64,1,-0.8,79.0,2024-10-27T15:24:45.619Z,2024-10-27T16:24:41Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5319218329,56,Back,5319218357,233,588,5319218333,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740118483,589,18,2,66,7,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-10-27T15:24:58.350Z,2024-10-27T15:25:05Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5319216303,55,590,5319216227,59,6,5319216223,42,,5319216225,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740118489,590,19,2,66,7,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-10-27T15:24:58.351Z,2024-10-27T22:06:10Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5319216261,44,Midfielder,5319216257,145,4,5319216253,42,,5319777399,292,6,5319216263,55,589,5319216681,293,1,5319216259,59,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740118889,665,1,2,66,30,b2vft81kyjurzbmekvgrqwr64,1,3.9,41.0,2024-10-27T15:25:21.842Z,2024-10-27T15:25:26Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5319218693,1,,5319218683,141,60.5,5319218677,56,Center,5319218685,212,63.0,5319218675,124,,5319218679,140,62.6,5319218701,74,,5319218689,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740119011,666,1,2,66,38,b2vft81kyjurzbmekvgrqwr64,1,62.5,40.6,2024-10-27T15:25:29.842Z,2024-10-27T15:25:33Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5319219327,213,5.15,5319219319,141,12.2,5319219317,140,71.2,5319219323,212,21.4,5319219315,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740119027,667,1,2,66,41,b2vft81kyjurzbmekvgrqwr64,0,71.2,12.2,2024-10-27T15:25:32.898Z,2024-10-27T15:25:33Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5319219419,140,88.6,5319219423,212,25.3,5319219425,213,0.77,5319219411,2,,5319219417,56,Center,5319219421,141,38.0,5319219415,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740119039,591,12,2,66,43,6wwwud48qahpwrfxs20334qk5,1,9.5,60.0,2024-10-27T15:25:33.972Z,2024-10-27T15:25:35Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5319219477,212,10.4,5319219473,140,15.9,5319219475,141,71.7,5319219499,15,,5319219479,213,0.87,5319219471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740119163,593,1,2,66,44,6wwwud48qahpwrfxs20334qk5,1,18.9,73.2,2024-10-27T15:25:35.715Z,2024-10-27T15:25:42Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5319220203,213,5.26,5319220195,140,24.0,5319220199,141,60.2,5319220191,56,Back,5319220201,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740119183,594,1,2,66,51,6wwwud48qahpwrfxs20334qk5,1,25.3,63.3,2024-10-27T15:25:42.083Z,2024-10-27T15:25:43Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5319220281,56,Back,5319220285,141,82.9,5319220289,213,0.83,5319220283,140,36.8,5319220287,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740119221,595,1,2,66,52,6wwwud48qahpwrfxs20334qk5,1,37.7,83.0,2024-10-27T15:25:43.428Z,2024-10-27T15:25:46Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5319220493,141,69.1,5319220489,56,Back,5319220497,213,4.31,5319220495,212,10.3,5319220491,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740119231,596,1,2,66,55,6wwwud48qahpwrfxs20334qk5,1,43.2,71.8,2024-10-27T15:25:46.316Z,2024-10-27T16:07:58Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5319496355,212,10.2,5319496351,140,43.6,5319496357,213,4.75,5319496349,56,Back,5319496353,141,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740119241,597,1,2,66,55,6wwwud48qahpwrfxs20334qk5,1,42.4,39.9,2024-10-27T15:25:46.460Z,2024-10-27T16:08:04Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5319497165,56,Center,5319497167,140,65.4,5319497171,212,26.3,5319497173,213,5.87,5319497169,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740119337,598,1,2,66,59,6wwwud48qahpwrfxs20334qk5,1,71.6,13.8,2024-10-27T15:25:50.795Z,2024-10-27T15:25:54Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5319221193,56,Center,5319221199,212,22.4,5319221197,141,33.4,5319221201,213,0.64,5319221195,140,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740119351,599,1,2,67,1,6wwwud48qahpwrfxs20334qk5,0,89.9,34.5,2024-10-27T15:25:52.195Z,2024-10-27T16:45:44Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5319221281,212,0.8,5319221279,141,34.2,5319221341,286,,5319221335,236,,5319221275,56,Center,5319221337,233,668,5319221277,140,89.2,5319221283,213,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740119357,668,74,2,67,1,b2vft81kyjurzbmekvgrqwr64,1,8.5,62.3,2024-10-27T15:25:52.196Z,2024-10-27T16:50:53Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5319221313,285,,5319221309,56,Back,5319221355,233,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740119757,600,1,2,67,3,6wwwud48qahpwrfxs20334qk5,0,87.3,8.0,2024-10-27T15:25:54.028Z,2024-10-27T16:47:12Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5319223657,213,1.37,5319223647,155,,5319223653,141,35.2,5319223655,212,18.9,5319223645,2,,5319223649,56,Center,5319223651,140,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740119391,669,12,2,67,4,b2vft81kyjurzbmekvgrqwr64,1,9.0,62.9,2024-10-27T15:25:55.831Z,2024-10-27T16:47:14Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5319221503,140,11.4,5319221509,213,1.03,5319221507,212,4.9,5319221553,15,,5319221501,56,Back,5319221505,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740119895,601,13,2,67,5,6wwwud48qahpwrfxs20334qk5,1,87.5,37.7,2024-10-27T15:25:56.050Z,2024-10-27T22:13:19Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5319505023,458,,5319226189,153,,5319505037,230,98.5,5319505041,231,46.6,5319505029,146,95.6,5319505017,73,,5319226169,20,,5319505021,103,12.5,5319505033,147,52.5,5319505019,102,64.0,5319224493,56,5319224487,22,,5319224491,17,,,,Center,,,,,,,,,,,,,
2740120003,670,12,2,67,5,b2vft81kyjurzbmekvgrqwr64,1,6.7,47.3,2024-10-27T15:25:56.675Z,2024-10-27T16:44:55Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5319225127,140,18.2,5319225129,141,54.3,5319225133,213,0.38,5319225131,212,13.0,5319225125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740119983,602,16,2,67,6,6wwwud48qahpwrfxs20334qk5,1,85.0,44.6,2024-10-27T15:25:57.163Z,2024-10-27T21:51:50Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5321301485,281,y4dl1rer075c9wz6zhx7skbt,5319224999,56,Center,5321301483,280,PASS_LOST,5319228087,458,,5319224995,22,,5321301489,472,601,5319225681,375,67:05.292,5319228085,328,,5319228083,103,19.0,5321301487,282,3051,5319224997,17,5319228081,102,53.7,5319228089,230,5319228091,231,48.2,,98.0,5319225673,20,,5319228079,76,5319225677,374,2024-10-27 15:25:56.193,,,,
2740120279,671,1,2,68,4,b2vft81kyjurzbmekvgrqwr64,1,50.2,49.9,2024-10-27T15:26:55.735Z,2024-10-27T15:27:28Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5319226739,140,28.3,5319226743,212,23.0,5319226747,279,G,5319226745,213,3.19,5319229531,189,,5319226737,56,Back,5319226741,141,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740120377,672,1,2,68,7,b2vft81kyjurzbmekvgrqwr64,1,28.3,48.1,2024-10-27T15:26:58.882Z,2024-10-27T15:27:29Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5319227361,213,4.95,5319227355,140,31.5,5319229671,189,,5319227353,56,Back,5319227357,141,27.9,5319227359,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740120399,673,1,2,68,12,b2vft81kyjurzbmekvgrqwr64,1,31.5,27.9,2024-10-27T15:27:03.730Z,2024-10-27T15:28:48Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5319227483,140,28.8,5319227489,213,1.73,5319227487,212,17.9,5319227485,141,53.9,5319227481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740120447,674,1,2,68,14,b2vft81kyjurzbmekvgrqwr64,0,28.8,53.9,2024-10-27T15:27:05.371Z,2024-10-27T15:27:08Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5319227801,1,,5319227791,56,Left,5319227795,141,100.0,5319227799,213,0.54,5319227793,140,79.5,5319227797,212,62.2,5319227789,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740120637,603,5,2,68,17,6wwwud48qahpwrfxs20334qk5,1,18.8,-1.2,2024-10-27T15:27:08.061Z,2024-10-27T16:24:42Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5319228971,56,Back,5319228973,347,,5319229043,233,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740120453,675,5,2,68,17,b2vft81kyjurzbmekvgrqwr64,0,81.2,101.2,2024-10-27T15:27:08.061Z,2024-10-27T16:24:42Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5319227829,56,Left,5319229099,233,603,5319227831,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740120703,604,1,2,68,31,6wwwud48qahpwrfxs20334qk5,1,15.2,0.0,2024-10-27T15:27:22.570Z,2024-10-27T15:27:26Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5319229391,212,17.3,5319229389,141,8.8,5319229385,56,Back,5319229383,107,,5319229387,140,30.2,5319229393,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
