id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2815061847,745,1,2,79,21,8gxd9ry2580pu1b1dd5ny9ymy,1,45.9,41.9,2025-05-15T18:36:59.549Z,2025-05-15T18:37:02Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5728939487,140,37.8,5728939493,213,1.99,5728939485,56,Back,5728939489,141,69.6,5728939491,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815061869,746,1,2,79,24,8gxd9ry2580pu1b1dd5ny9ymy,1,37.8,69.6,2025-05-15T18:37:02.413Z,2025-05-15T18:37:05Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728939623,213,0.53,5728939625,1,,5728939621,212,34.9,5728939617,141,95.7,5728939615,140,66.4,5728939613,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815061891,747,1,2,79,27,8gxd9ry2580pu1b1dd5ny9ymy,1,63.9,93.2,2025-05-15T18:37:05.294Z,2025-05-15T18:37:09Z,db671oj1jx2uknf12t8b3s7x0,M. Coşkun,,,5728939773,56,Center,5728939777,140,58.0,5728939781,141,61.8,5728939785,213,4.43,5728939783,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815061957,748,1,2,79,31,8gxd9ry2580pu1b1dd5ny9ymy,1,58.0,61.8,2025-05-15T18:37:09.143Z,2025-05-15T18:37:16Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5728940107,212,38.2,5728940111,1,,5728940099,155,,5728940103,140,77.8,5728940105,141,14.7,5728940109,213,5.29,5728940101,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815061993,749,1,2,79,38,8gxd9ry2580pu1b1dd5ny9ymy,0,77.5,15.6,2025-05-15T18:37:16.430Z,2025-05-15T19:23:20Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5728940369,213,1.00,5728940361,140,93.2,5728940365,141,53.0,5728940353,2,,5728940355,155,,5728940367,212,30.3,5728940357,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062117,700,44,2,79,40,f1h34qp5zbfl489q8vnkhiq9s,1,6.1,45.3,2025-05-15T18:37:17.684Z,2025-05-15T19:03:46Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5728941103,56,Back,5728941105,285,,5728947341,233,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062581,761,44,2,79,40,8gxd9ry2580pu1b1dd5ny9ymy,0,93.9,54.7,2025-05-15T18:37:17.685Z,2025-05-15T19:03:47Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5728945115,286,,5728945113,56,Center,5728947379,233,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815061985,697,12,2,79,40,f1h34qp5zbfl489q8vnkhiq9s,1,10.5,44.8,2025-05-15T18:37:17.872Z,2025-05-15T18:41:58Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5728940281,141,35.5,5728940277,56,Back,5728940313,15,,5728940279,140,16.2,5728940285,213,5.47,5728940283,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062051,750,15,2,79,44,8gxd9ry2580pu1b1dd5ny9ymy,1,86.2,67.3,2025-05-15T18:37:22.390Z,2025-05-15T20:09:59Z,3njsc9nturnshsiofmiy19gr8,E. Jensen,,,5728941257,147,62.3,5728940709,56,Center,5729022725,458,,5728941249,102,49.3,5728940705,22,,5728941261,231,53.2,5729111623,64,,5729111625,215,,5728940887,20,5728941235,78,,5728940891,82,5728941255,146,90.1,,,5728992613,233,698,5728941259,230,98.9,5728941251,103,19,,,,,,,,,,
2815062087,698,10,2,79,44,f1h34qp5zbfl489q8vnkhiq9s,1,2.2,49.1,2025-05-15T18:37:22.490Z,2025-05-15T19:03:16Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728940929,56,Back,5728992617,233,750,5728940927,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062105,699,6,2,79,59,f1h34qp5zbfl489q8vnkhiq9s,0,12.0,45.9,2025-05-15T18:37:36.806Z,2025-05-15T19:03:27Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728941059,56,Back,5728941061,73,,5728951481,233,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062145,751,6,2,79,59,8gxd9ry2580pu1b1dd5ny9ymy,1,88.0,54.1,2025-05-15T18:37:36.806Z,2025-05-15T19:03:26Z,3njsc9nturnshsiofmiy19gr8,E. Jensen,,,5728951467,233,699,5728941381,75,,5728941379,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062233,752,1,2,80,18,8gxd9ry2580pu1b1dd5ny9ymy,0,99.5,0.5,2025-05-15T18:37:55.647Z,2025-05-15T18:37:57Z,db671oj1jx2uknf12t8b3s7x0,M. Coşkun,,,5728941815,141,47.6,5728941813,140,94.7,5728941807,155,,5728941819,213,1.73,5728941811,56,Center,5728941817,212,32.4,5728941805,6,,5728941803,2,,5728941821,1,5728941809,223,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062263,701,12,2,80,21,f1h34qp5zbfl489q8vnkhiq9s,1,4.8,49.1,2025-05-15T18:37:58.776Z,2025-05-15T18:38:02Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5728941995,213,4.98,5728941993,212,23.5,5728941987,56,Back,5728941989,140,10.8,5728941991,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062291,703,1,2,80,26,f1h34qp5zbfl489q8vnkhiq9s,0,19.6,10.1,2025-05-15T18:38:04.520Z,2025-05-15T18:38:07Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728942211,213,0.30,5728942207,141,39.2,5728942213,1,,5728942209,212,66.8,5728942201,155,,5728942203,56,Center,5728942205,140,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062321,754,1,2,80,32,8gxd9ry2580pu1b1dd5ny9ymy,1,13.0,69.1,2025-05-15T18:38:10.165Z,2025-05-15T18:38:14Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5728942341,141,31.0,5728942339,140,34.5,5728942335,123,,5728942345,213,5.43,5728942343,212,34.4,5728942381,287,,5728942337,56,Back,5728942445,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062353,755,1,2,80,36,8gxd9ry2580pu1b1dd5ny9ymy,1,34.5,31.0,2025-05-15T18:38:14.333Z,2025-05-15T18:38:18Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5728942579,212,17.2,5728942581,213,5.37,5728942575,140,44.6,5728942573,56,Back,5728942577,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062369,756,1,2,80,40,8gxd9ry2580pu1b1dd5ny9ymy,1,45.3,10.3,2025-05-15T18:38:18.012Z,2025-05-15T18:38:21Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5728942687,141,31.8,5728942691,213,1.85,5728942689,212,15.2,5728942685,140,41.3,5728942683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062379,757,1,2,80,43,8gxd9ry2580pu1b1dd5ny9ymy,1,43.0,25.2,2025-05-15T18:38:20.900Z,2025-05-15T18:38:23Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728942767,140,61.2,5728942765,56,Right,5728942771,212,22.6,5728942773,213,5.72,5728942769,141,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062433,758,1,2,80,45,8gxd9ry2580pu1b1dd5ny9ymy,1,65.8,6.5,2025-05-15T18:38:23.309Z,2025-05-15T18:38:30Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5728943051,56,Center,5728943061,213,2.12,5728943059,212,15.7,5728943053,140,58.0,5728943055,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062465,759,1,2,80,52,8gxd9ry2580pu1b1dd5ny9ymy,0,58.7,19.4,2025-05-15T18:38:30.318Z,2025-05-15T18:38:34Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728943221,56,Right,5728943229,213,6.05,5728943231,1,,5728943223,140,90.7,5728943225,141,7.9,5728943219,155,,5728943227,212,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062489,704,1,2,80,58,f1h34qp5zbfl489q8vnkhiq9s,1,12.7,90.9,2025-05-15T18:38:36.528Z,2025-05-15T18:38:37Z,ayjuukbjjzrldkn4d4shfnggk,N. Blicher,,,5728943351,141,88.6,5728943347,140,20.5,5728943345,56,Back,5728943353,212,8.3,5728943355,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062499,706,1,2,81,0,f1h34qp5zbfl489q8vnkhiq9s,1,19.7,89.3,2025-05-15T18:38:37.767Z,2025-05-15T18:38:39Z,a3s2lypc1aceu363i78aczx1w,N. Strandby,,,5728943387,140,19.5,5728943385,56,Back,5728943393,213,4.69,5728943391,212,8.2,5728943389,141,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062511,707,1,2,81,2,f1h34qp5zbfl489q8vnkhiq9s,1,23.0,80.5,2025-05-15T18:38:39.655Z,2025-05-15T18:38:42Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728943437,141,77.0,5728943433,56,Back,5728943435,140,35.7,5728943439,212,13.5,5728943441,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062547,708,1,2,81,4,f1h34qp5zbfl489q8vnkhiq9s,1,35.7,77.0,2025-05-15T18:38:41.775Z,2025-05-15T18:38:46Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5728943639,212,10.6,5728943641,213,0.96,5728943637,141,89.7,5728943633,56,Back,5728943635,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062539,760,4,2,81,7,8gxd9ry2580pu1b1dd5ny9ymy,1,62.3,11.4,2025-05-15T18:38:45.268Z,2025-05-15T19:03:13Z,,,,,5728943657,10,,5728943779,233,709,5728943663,286,,5728943661,152,,5728943659,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062553,709,4,2,81,7,f1h34qp5zbfl489q8vnkhiq9s,0,37.7,88.6,2025-05-15T18:38:45.269Z,2025-05-15T19:03:14Z,a3s2lypc1aceu363i78aczx1w,N. Strandby,,,5728943819,233,760,5728943747,10,,5728943751,56,Back,5728943759,285,,5728943755,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062795,710,18,2,81,46,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-15T18:39:23.661Z,2025-05-15T18:39:24Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5728945257,59,2,5728945253,42,,5728945255,44,Defender,5728945285,55,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062799,711,19,2,81,46,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-15T18:39:23.662Z,2025-05-15T18:39:25Z,418pvntm5e5kcoeyjjnzm7hg4,B. Baldursson,,,5728945281,55,710,5728945275,292,3,5728945273,59,27,5728945277,293,2,5728945267,42,,5728945271,145,2,5728945279,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062911,762,1,2,82,3,8gxd9ry2580pu1b1dd5ny9ymy,1,61.3,9.4,2025-05-15T18:39:41.595Z,2025-05-15T18:39:42Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5728946041,152,,5728946049,212,14.4,5728946039,5,,5728946043,56,Center,5728946045,140,66.1,5728946051,213,1.21,5728946047,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062931,763,1,2,82,5,8gxd9ry2580pu1b1dd5ny9ymy,1,66.1,29.2,2025-05-15T18:39:42.715Z,2025-05-15T18:39:45Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728946149,212,17.1,5728946151,213,4.08,5728946145,140,56.5,5728946143,56,Right,5728946147,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062935,764,1,2,82,7,8gxd9ry2580pu1b1dd5ny9ymy,1,56.5,8.9,2025-05-15T18:39:45.099Z,2025-05-15T18:39:46Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5728946197,212,17.8,5728946193,140,72.6,5728946195,141,17.1,5728946199,213,0.32,5728946191,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062939,765,61,2,82,8,8gxd9ry2580pu1b1dd5ny9ymy,0,72.6,17.1,2025-05-15T18:39:46.595Z,2025-05-15T18:39:47Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5728946215,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062957,713,1,2,82,10,f1h34qp5zbfl489q8vnkhiq9s,1,21.7,83.9,2025-05-15T18:39:48.167Z,2025-05-15T18:39:49Z,a3s2lypc1aceu363i78aczx1w,N. Strandby,,,5728946311,212,23.1,5728946313,213,3.91,5728946307,140,5.9,5728946309,141,60.2,5728946305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063003,714,1,2,82,12,f1h34qp5zbfl489q8vnkhiq9s,1,5.4,59.7,2025-05-15T18:39:49.647Z,2025-05-15T18:39:55Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5728946589,157,,5728946591,56,Back,5728946599,213,0.22,5728946601,1,,5728946595,141,73.5,5728946593,140,45.0,5728946597,212,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815062999,766,4,2,82,17,8gxd9ry2580pu1b1dd5ny9ymy,1,54.3,24.3,2025-05-15T18:39:55.372Z,2025-05-15T19:03:14Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5728946715,233,715,5728946667,152,,5728946669,286,,5728946661,13,,5728946663,295,,5728946665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063009,715,4,2,82,17,f1h34qp5zbfl489q8vnkhiq9s,0,45.7,75.7,2025-05-15T18:39:55.373Z,2025-05-15T19:03:15Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5728946689,56,Back,5728946691,152,,5728946693,285,,5728946685,13,,5728946749,233,766,5728946687,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063071,767,1,2,82,29,8gxd9ry2580pu1b1dd5ny9ymy,0,64.9,15.6,2025-05-15T18:40:07.533Z,2025-05-15T18:40:59Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728947071,212,40.1,5728947063,152,,5728947065,56,Center,5728947075,1,,5728947069,141,36.6,5728947073,213,0.36,5728947059,5,,5728947061,155,,5728947067,140,5728948819,189,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,
2815063107,716,5,2,82,31,f1h34qp5zbfl489q8vnkhiq9s,1,-0.8,62.5,2025-05-15T18:40:08.914Z,2025-05-15T18:52:49Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5728947253,233,768,5728947227,346,,5728947225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063079,768,5,2,82,31,8gxd9ry2580pu1b1dd5ny9ymy,0,100.8,37.5,2025-05-15T18:40:08.914Z,2025-05-15T18:52:50Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5728947267,233,716,5728947113,56,Center,5728947115,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063197,717,1,2,82,50,f1h34qp5zbfl489q8vnkhiq9s,0,3.3,52.1,2025-05-15T18:40:28.401Z,2025-05-15T18:40:31Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5728947823,213,0.06,5728947825,1,,5728947817,140,57.0,5728947821,212,56.5,5728947827,74,,5728947819,141,56.9,5728947813,124,,5728947815,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063209,769,1,2,82,55,8gxd9ry2580pu1b1dd5ny9ymy,0,38.1,35.1,2025-05-15T18:40:33.266Z,2025-05-15T18:40:33Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5728947913,213,0.20,5728947895,3,,5728947917,1,,5728947905,141,45.2,5728947897,56,Center,5728947901,140,69.8,5728947909,212,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063245,718,1,2,82,57,f1h34qp5zbfl489q8vnkhiq9s,1,37.1,55.8,2025-05-15T18:40:35.304Z,2025-05-15T18:40:39Z,418pvntm5e5kcoeyjjnzm7hg4,B. Baldursson,,,5728948099,212,11.1,5728948091,155,,5728948101,213,5.67,5728948097,141,46.4,5728948095,140,45.8,5728948093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063249,719,1,2,83,1,f1h34qp5zbfl489q8vnkhiq9s,1,47.3,48.5,2025-05-15T18:40:39.382Z,2025-05-15T18:40:40Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5728948119,140,43.7,5728948123,212,4.4,5728948125,213,3.69,5728948121,141,45.1,5728948117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063283,720,1,2,83,2,f1h34qp5zbfl489q8vnkhiq9s,1,43.7,45.1,2025-05-15T18:40:40.190Z,2025-05-15T18:40:44Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5728948271,140,50.6,5728948273,141,56.1,5728948275,212,10.4,5728948269,56,Center,5728948277,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063289,721,1,2,83,6,f1h34qp5zbfl489q8vnkhiq9s,1,64.7,47.2,2025-05-15T18:40:44.278Z,2025-05-15T18:40:46Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5728948319,213,1.89,5728948311,56,Center,5728948317,212,8.0,5728948313,140,62.3,5728948315,141,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063301,722,1,2,83,8,f1h34qp5zbfl489q8vnkhiq9s,1,62.7,58.8,2025-05-15T18:40:45.870Z,2025-05-15T18:40:48Z,418pvntm5e5kcoeyjjnzm7hg4,B. Baldursson,,,5728948419,213,1.58,5728948411,56,Left,5728948417,212,15.0,5728948415,141,80.9,5728948413,140,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063339,723,1,2,83,10,f1h34qp5zbfl489q8vnkhiq9s,1,60.7,82.4,2025-05-15T18:40:48.199Z,2025-05-15T18:40:53Z,ayjuukbjjzrldkn4d4shfnggk,N. Blicher,,,5728948637,56,Back,5728948643,212,26.3,5728948645,213,3.55,5728948641,141,66.9,5728948639,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063359,724,1,2,83,15,f1h34qp5zbfl489q8vnkhiq9s,1,31.5,67.5,2025-05-15T18:40:52.979Z,2025-05-15T18:40:56Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728948793,141,53.3,5728948795,212,21.6,5728948797,213,3.61,5728948789,56,Back,5728948791,140,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063371,725,1,2,83,18,f1h34qp5zbfl489q8vnkhiq9s,1,13.2,51.6,2025-05-15T18:40:56.254Z,2025-05-15T18:40:59Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5728948857,140,17.2,5728948855,56,Back,5728948863,213,5.02,5728948859,141,32.4,5728948861,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063375,726,1,2,83,22,f1h34qp5zbfl489q8vnkhiq9s,1,20.7,29.4,2025-05-15T18:40:59.599Z,2025-05-15T18:41:01Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5728948887,141,43.6,5728948889,212,23.6,5728948891,213,0.42,5728948883,56,Back,5728948885,140,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063379,727,1,2,83,23,f1h34qp5zbfl489q8vnkhiq9s,1,41.2,43.6,2025-05-15T18:41:00.966Z,2025-05-15T18:41:02Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5728948909,56,Back,5728948925,213,3.59,5728948921,212,7.1,5728948917,141,39.1,5728948947,156,,5728948911,140,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063419,728,1,2,83,24,f1h34qp5zbfl489q8vnkhiq9s,1,35.1,39.1,2025-05-15T18:41:02.225Z,2025-05-15T18:41:05Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5728949015,56,Back,5728949019,141,46.4,5728949021,212,6.3,5728949017,140,38.8,5728949023,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063449,729,1,2,83,27,f1h34qp5zbfl489q8vnkhiq9s,1,46.4,59.6,2025-05-15T18:41:04.902Z,2025-05-15T18:41:12Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5728949227,140,69.6,5728949231,212,27.9,5728949229,141,79.7,5728949233,213,0.51,5728949225,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063455,730,1,2,83,34,f1h34qp5zbfl489q8vnkhiq9s,0,85.7,86.9,2025-05-15T18:41:12.535Z,2025-05-15T18:41:14Z,ayjuukbjjzrldkn4d4shfnggk,N. Blicher,,,5728949257,2,,5728949267,140,89.2,5728949265,56,Center,5728949271,212,15.2,5728949269,141,65.2,5728949273,213,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063543,770,12,2,83,36,8gxd9ry2580pu1b1dd5ny9ymy,1,11.5,37.3,2025-05-15T18:41:14.172Z,2025-05-15T18:41:23Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5728949659,212,23.7,5728949661,213,6.19,5728949657,141,33.9,5728949655,140,34.0,5728949653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063503,731,1,2,83,39,f1h34qp5zbfl489q8vnkhiq9s,1,72.8,79.3,2025-05-15T18:41:17.158Z,2025-05-15T18:41:18Z,418pvntm5e5kcoeyjjnzm7hg4,B. Baldursson,,,5728949479,56,Left,5728949485,141,84.7,5728949481,140,74.0,5728949491,213,1.24,5728949489,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063521,732,1,2,83,40,f1h34qp5zbfl489q8vnkhiq9s,1,75.6,88.6,2025-05-15T18:41:18.591Z,2025-05-15T18:41:21Z,ayjuukbjjzrldkn4d4shfnggk,N. Blicher,,,5728949537,141,85.6,5728949535,140,86.9,5728949533,56,Left,5728949539,212,12.0,5728949541,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063531,733,1,2,83,43,f1h34qp5zbfl489q8vnkhiq9s,0,92.1,88.3,2025-05-15T18:41:20.838Z,2025-05-15T18:41:22Z,418pvntm5e5kcoeyjjnzm7hg4,B. Baldursson,,,5728949595,155,,5728949593,2,,5728949605,213,4.85,5728949603,212,25.5,5728949601,141,51.2,5728949599,140,95.4,5728949597,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063577,772,1,2,83,47,8gxd9ry2580pu1b1dd5ny9ymy,1,5.6,49.1,2025-05-15T18:41:25.226Z,2025-05-15T18:41:30Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5728949791,141,77.8,5728949789,140,36.9,5728949785,123,,5728949793,212,38.2,5728949795,213,0.54,5728949797,1,,5728949787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063609,773,1,2,83,52,8gxd9ry2580pu1b1dd5ny9ymy,1,25.0,91.1,2025-05-15T18:41:30.170Z,2025-05-15T18:41:37Z,db671oj1jx2uknf12t8b3s7x0,M. Coşkun,,,5728950009,140,31.2,5728950021,213,5.04,5728950017,212,20.0,5728950005,56,Back,5728950013,141,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063627,774,1,2,83,59,8gxd9ry2580pu1b1dd5ny9ymy,1,45.4,71.7,2025-05-15T18:41:37.169Z,2025-05-15T18:41:40Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728950079,56,Back,5728950085,212,12.3,5728950083,141,57.6,5728950087,213,4.03,5728950081,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815063647,775,1,2,84,2,8gxd9ry2580pu1b1dd5ny9ymy,1,38.0,57.6,2025-05-15T18:41:40.505Z,2025-05-15T18:41:45Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5728950167,141,82.6,5728950163,56,Back,5728950165,140,31.7,5728950171,213,1.94,5728950169,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815069203,854,1,2,84,6,8gxd9ry2580pu1b1dd5ny9ymy,1,25.7,81.4,2025-05-15T18:41:43.598Z,2025-05-15T18:56:25Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728981297,56,Back,5728981305,213,0.19,5728981303,212,17.4,5728981301,141,86.3,5728981299,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
