id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2722837075,708,12,2,71,1,8cfkisxf1fkxdqtt6tx1tup48,1,7.3,45.4,2024-09-20T18:28:10.852Z,2024-09-20T18:28:12Z,c8exa9vh1xxpieov380g8r3hm,M. Mulder,,,5224825773,167,,5224825725,15,,5224825645,140,0.0,5224825651,212,11.8,5224825649,141,35.1,5224825655,213,3.78,5224825643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722837083,605,6,2,71,2,7gkglopz9cjsysn2u6sbhuvc5,1,98.0,57.8,2024-09-20T18:28:11.500Z,2024-09-20T19:39:15Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5224825967,233,709,5224825755,56,Center,5224825757,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722837093,709,6,2,71,2,8cfkisxf1fkxdqtt6tx1tup48,0,2.0,42.2,2024-09-20T18:28:11.500Z,2024-09-20T19:39:15Z,c8exa9vh1xxpieov380g8r3hm,M. Mulder,,,5224825909,56,Back,5224826019,233,605,5224825913,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722837579,606,1,2,71,24,7gkglopz9cjsysn2u6sbhuvc5,0,99.7,99.3,2024-09-20T18:28:33.683Z,2024-09-20T18:33:46Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5224828577,141,92.4,5224828575,140,88.6,5224828579,212,12.6,5224828571,6,,5224828573,56,Left,5224828581,213,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722837603,607,1,2,71,25,7gkglopz9cjsysn2u6sbhuvc5,0,80.0,88.0,2024-09-20T18:28:34.619Z,2024-09-20T18:34:56Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224828703,2,,5224828711,141,54.5,5224828713,212,26.0,5224828709,140,91.9,5224828705,155,,5224828707,56,Center,5224828715,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722837665,711,44,2,71,27,8cfkisxf1fkxdqtt6tx1tup48,1,4.2,51.6,2024-09-20T18:28:37.040Z,2024-09-20T19:35:04Z,c8exa9vh1xxpieov380g8r3hm,M. Mulder,,,5224829005,56,Back,5224829009,285,,5224862147,233,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722843173,640,44,2,71,27,7gkglopz9cjsysn2u6sbhuvc5,0,95.8,48.4,2024-09-20T18:28:37.041Z,2024-09-20T19:35:04Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5224859979,56,Center,5224862311,233,711,5224859981,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722837679,712,12,2,71,27,8cfkisxf1fkxdqtt6tx1tup48,1,10.2,57.2,2024-09-20T18:28:37.099Z,2024-09-20T19:34:33Z,c8exa9vh1xxpieov380g8r3hm,M. Mulder,,,5224829199,167,,5224829091,141,73.3,5224829087,56,Back,5224829093,212,15.8,5224829105,15,,5224829089,140,0.0,5224829095,213,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722837709,608,6,2,71,33,7gkglopz9cjsysn2u6sbhuvc5,1,97.0,37.8,2024-09-20T18:28:43.283Z,2024-09-20T19:39:16Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224829483,233,713,5224829457,75,,5224829455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722837697,713,6,2,71,33,8cfkisxf1fkxdqtt6tx1tup48,0,3.0,62.2,2024-09-20T18:28:43.283Z,2024-09-20T18:28:51Z,c8exa9vh1xxpieov380g8r3hm,M. Mulder,,,5224829353,73,,5224829529,233,608,5224829351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722838195,609,1,2,71,59,7gkglopz9cjsysn2u6sbhuvc5,0,99.6,0.8,2024-09-20T18:29:09.053Z,2024-09-20T18:29:11Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5224832219,6,,5224832233,141,43.6,5224832231,140,92.3,5224832227,224,,5224832235,212,30.1,5224832223,155,,5224832217,2,,5224832237,213,1.83,5224832229,56,,,,,,,,,,,,Center,,,,,,,,,,,,,,,
2722838283,714,12,2,72,2,8cfkisxf1fkxdqtt6tx1tup48,1,6.6,52.5,2024-09-20T18:29:11.764Z,2024-09-20T18:29:16Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224832729,140,25.6,5224832731,141,60.3,5224832727,56,Back,5224832733,212,20.6,5224832735,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722838299,610,1,2,72,4,7gkglopz9cjsysn2u6sbhuvc5,1,77.4,29.8,2024-09-20T18:29:13.764Z,2024-09-20T18:29:17Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5224832789,212,5.1,5224832779,3,,5224832783,56,Center,5224832787,141,36.0,5224832785,140,80.1,5224832791,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722838291,715,4,2,72,6,8cfkisxf1fkxdqtt6tx1tup48,1,19.8,66.1,2024-09-20T18:29:16.204Z,2024-09-20T19:25:01Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224832869,152,,5224832877,285,,5224832863,13,,5224832949,233,611,5224832873,265,,5224832865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722838307,611,4,2,72,6,7gkglopz9cjsysn2u6sbhuvc5,0,80.2,33.9,2024-09-20T18:29:16.205Z,2024-09-20T19:25:01Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5224832889,13,,5224832895,265,,5224832897,286,,5224832985,233,715,5224832893,152,,5224832891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722838515,716,1,2,72,13,8cfkisxf1fkxdqtt6tx1tup48,1,21.1,78.4,2024-09-20T18:29:23.477Z,2024-09-20T18:29:30Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224834093,1,,5224834087,141,85.0,5224834085,140,79.4,5224834091,213,0.07,5224834077,5,,5224834089,212,61.4,5224834081,152,,5224834083,56,Left,5224834079,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722838519,717,3,2,72,20,8cfkisxf1fkxdqtt6tx1tup48,0,82.6,86.6,2024-09-20T18:29:30.066Z,2024-09-20T18:29:34Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5224834187,233,612,5224834111,56,Left,5224834113,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722838523,612,7,2,72,20,7gkglopz9cjsysn2u6sbhuvc5,1,17.4,13.4,2024-09-20T18:29:30.067Z,2024-09-20T18:29:34Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224834119,167,,5224834123,285,,5224834121,56,Back,5224834151,233,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722838593,613,5,2,72,21,7gkglopz9cjsysn2u6sbhuvc5,0,13.9,-1.0,2024-09-20T18:29:31.101Z,2024-09-20T19:40:30Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224834561,56,Back,5224834673,233,718,5224834563,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722838553,718,5,2,72,21,8cfkisxf1fkxdqtt6tx1tup48,1,86.1,101.0,2024-09-20T18:29:31.101Z,2024-09-20T19:40:30Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5224834339,347,,5224834337,56,Left,5224834631,233,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722838667,719,1,2,72,23,8cfkisxf1fkxdqtt6tx1tup48,1,80.7,100.0,2024-09-20T18:29:33.026Z,2024-09-20T18:29:38Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5224834887,107,,5224834893,141,91.1,5224834891,140,89.1,5224834889,56,Left,5224834895,212,11.2,5224834897,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722838673,720,4,2,72,29,8cfkisxf1fkxdqtt6tx1tup48,1,91.0,89.8,2024-09-20T18:29:38.571Z,2024-09-20T19:25:02Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224834969,56,Left,5224835035,233,614,5224834971,152,,5224834967,13,,5224834973,265,,5224834975,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722838679,614,4,2,72,29,7gkglopz9cjsysn2u6sbhuvc5,0,9.0,10.2,2024-09-20T18:29:38.572Z,2024-09-20T21:02:12Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5224835025,285,,5224835019,56,Back,5224835023,265,,5224835017,13,,5224835021,152,,5224835279,233,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722839297,721,1,2,72,58,8cfkisxf1fkxdqtt6tx1tup48,0,90.6,96.0,2024-09-20T18:30:07.795Z,2024-09-20T18:30:11Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224838457,140,93.7,5224838455,56,Center,5224838449,5,,5224838465,1,,5224838451,155,,5224838459,141,49.0,5224838461,212,32.1,5224838463,213,4.81,5224838453,152,5224838447,2,,,,,,,,,,,,,,,,,,,,,,,,,
2722839301,615,12,2,73,1,7gkglopz9cjsysn2u6sbhuvc5,1,4.8,48.7,2024-09-20T18:30:10.810Z,2024-09-20T18:30:12Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5224838483,140,7.5,5224838489,213,4.86,5224838481,56,Back,5224838513,15,,5224838485,141,21.2,5224838487,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722839329,616,12,2,73,3,7gkglopz9cjsysn2u6sbhuvc5,1,7.5,21.2,2024-09-20T18:30:12.730Z,2024-09-20T18:30:31Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5224838637,15,,5224838621,141,5.5,5224838619,140,27.2,5224838625,213,5.81,5224838617,56,Back,5224838623,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722839413,722,1,2,73,6,8cfkisxf1fkxdqtt6tx1tup48,1,71.4,89.6,2024-09-20T18:30:16.378Z,2024-09-20T18:30:19Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5224839095,213,4.92,5224839089,140,74.1,5224839087,56,Center,5224839093,212,13.9,5224839091,141,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722839475,723,1,2,73,9,8cfkisxf1fkxdqtt6tx1tup48,1,73.8,71.7,2024-09-20T18:30:19.074Z,2024-09-20T18:30:23Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5224839455,140,64.6,5224839453,56,Center,5224839463,213,4.25,5224839461,212,21.6,5224839459,141,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722839509,724,1,2,73,13,8cfkisxf1fkxdqtt6tx1tup48,1,65.4,40.6,2024-09-20T18:30:22.858Z,2024-09-20T18:30:25Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224839715,141,13.7,5224839713,140,80.1,5224839719,213,5.41,5224839711,56,Right,5224839717,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722839569,725,1,2,73,16,8cfkisxf1fkxdqtt6tx1tup48,1,82.2,13.8,2024-09-20T18:30:25.514Z,2024-09-20T18:30:29Z,c8exa9vh1xxpieov380g8r3hm,M. Mulder,,,5224840031,140,89.7,5224840039,212,28.1,5224840027,56,Center,5224840041,213,1.29,5224840021,155,,5224840035,141,53.4,5224840017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722839651,726,1,2,73,19,8cfkisxf1fkxdqtt6tx1tup48,1,89.4,55.7,2024-09-20T18:30:28.946Z,2024-09-20T18:30:42Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,1.0,,5224841639,210,13,5224840461,56,Center,5224840477,213,3.74,5224840469,141,45.8,5224840473,212,11.9,5224840465,140,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722839661,727,13,2,73,23,8cfkisxf1fkxdqtt6tx1tup48,1,80.0,45.8,2024-09-20T18:30:32.922Z,2024-09-20T18:30:43Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5224841671,85,,5224841683,215,,5224841679,102,50.8,5224841685,328,,5224841037,72,,5224840521,18,,5224840515,22,,5224840525,56,Center,5224841681,103,5224841689,231,50.2,5224841673,29,5224841675,55,726,5224841687,230,99.3,54.2,,,,,,,,,,,,,,,
2722840081,617,5,2,73,25,7gkglopz9cjsysn2u6sbhuvc5,1,-1.4,53.8,2024-09-20T18:30:34.530Z,2024-09-20T19:40:31Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224842941,346,,5224842967,233,728,5224842939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722839679,728,5,2,73,25,8cfkisxf1fkxdqtt6tx1tup48,0,101.4,46.2,2024-09-20T18:30:34.530Z,2024-09-20T18:30:59Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5224840635,346,,5224840633,56,Center,5224843035,233,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722840213,618,1,2,73,47,7gkglopz9cjsysn2u6sbhuvc5,1,3.9,46.6,2024-09-20T18:30:57.067Z,2024-09-20T18:31:00Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5224843681,141,50.3,5224843683,212,47.6,5224843671,124,,5224843693,74,,5224843687,1,,5224843675,56,Back,5224843685,213,0.05,5224843677,140,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722840223,619,61,2,73,50,7gkglopz9cjsysn2u6sbhuvc5,0,50.8,49.4,2024-09-20T18:30:59.956Z,2024-09-20T18:31:00Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5224843753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722840329,729,1,2,73,51,8cfkisxf1fkxdqtt6tx1tup48,0,30.5,47.3,2024-09-20T18:31:00.770Z,2024-09-20T18:31:05Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5224844291,141,47.5,5224844301,1,,5224844287,140,48.0,5224844283,56,Back,5224844297,213,0.01,5224844279,157,,5224844295,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722840309,620,61,2,73,54,7gkglopz9cjsysn2u6sbhuvc5,1,44.4,45.5,2024-09-20T18:31:04.478Z,2024-09-20T18:31:04Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224844217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722840369,730,50,2,73,56,8cfkisxf1fkxdqtt6tx1tup48,1,51.0,51.9,2024-09-20T18:31:06.297Z,2024-09-20T19:30:36Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5224844559,56,Center,5224844561,286,,5224847351,233,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722840357,621,7,2,73,56,7gkglopz9cjsysn2u6sbhuvc5,0,49.0,48.1,2024-09-20T18:31:06.298Z,2024-09-20T19:30:36Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5224844503,285,,5224844633,233,730,5224844501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722840479,732,13,2,74,2,8cfkisxf1fkxdqtt6tx1tup48,1,63.7,39.1,2024-09-20T18:31:12.042Z,2024-09-20T19:05:49Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5224845999,102,57.5,5224846005,215,,5224845161,19,,5224846013,231,50,5224845159,22,,5224846003,103,12.5,5224846007,458,,5224846009,230,95.1,5224845995,83,5224845783,72,,5224845163,56,,,,,,,,,,,,,,Center,,,,,,,,
2722841119,622,5,2,74,2,7gkglopz9cjsysn2u6sbhuvc5,1,-0.8,37.6,2024-09-20T18:31:12.476Z,2024-09-20T19:40:31Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5224848613,346,,5224848611,56,Back,5224848673,233,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722840497,733,5,2,74,2,8cfkisxf1fkxdqtt6tx1tup48,0,100.8,62.4,2024-09-20T18:31:12.476Z,2024-09-20T19:40:31Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5224845231,56,Center,5224845233,346,,5224848745,233,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722841219,623,1,2,74,34,7gkglopz9cjsysn2u6sbhuvc5,1,3.7,49.0,2024-09-20T18:31:44.179Z,2024-09-20T18:31:48Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5224849097,213,6.15,5224849089,56,Center,5224849095,212,64.6,5224849103,74,,5224849091,140,64.7,5224849099,1,,5224849087,124,,5224849093,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722841309,624,1,2,74,39,7gkglopz9cjsysn2u6sbhuvc5,1,64.7,36.6,2024-09-20T18:31:48.698Z,2024-09-20T18:31:52Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5224849545,212,8.6,5224849537,56,Center,5224849547,213,4.10,5224849543,141,26.2,5224849583,156,,5224849541,140,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722841379,625,1,2,74,43,7gkglopz9cjsysn2u6sbhuvc5,1,60.7,25.2,2024-09-20T18:31:53.306Z,2024-09-20T18:31:55Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5224849971,56,Right,5224849979,213,5.76,5224849973,140,67.5,5224849977,212,8.3,5224849975,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722841447,626,1,2,74,45,7gkglopz9cjsysn2u6sbhuvc5,1,67.6,23.0,2024-09-20T18:31:55.051Z,2024-09-20T18:31:58Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5224850363,56,Right,5224850365,140,84.8,5224850367,141,16.5,5224850371,213,6.04,5224850369,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722841529,627,1,2,74,48,7gkglopz9cjsysn2u6sbhuvc5,1,87.6,12.8,2024-09-20T18:31:58.482Z,2024-09-20T18:32:02Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5224850835,56,Right,5224850841,212,11.8,5224850843,213,3.17,5224850837,140,76.4,5224850839,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722841615,628,1,2,74,52,7gkglopz9cjsysn2u6sbhuvc5,1,72.2,11.4,2024-09-20T18:32:01.939Z,2024-09-20T18:32:05Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224851303,212,14.7,5224851299,140,59.0,5224851301,141,18.8,5224851305,213,2.79,5224851297,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722841637,629,1,2,74,56,7gkglopz9cjsysn2u6sbhuvc5,1,59.4,19.8,2024-09-20T18:32:05.666Z,2024-09-20T18:32:06Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5224851407,141,13.2,5224851409,212,5.9,5224851399,56,Right,5224851411,213,5.41,5224851403,140,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722841603,734,83,2,74,56,8cfkisxf1fkxdqtt6tx1tup48,0,29.8,88.6,2024-09-20T18:32:06.477Z,2024-09-20T21:59:11Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5224851537,399,7j35sfip0xb51mpa91wzikrh0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722841675,630,1,2,74,57,7gkglopz9cjsysn2u6sbhuvc5,1,63.0,13.2,2024-09-20T18:32:06.738Z,2024-09-20T18:32:08Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224851609,141,22.4,5224851603,56,Center,5224851611,212,7.3,5224851615,213,2.11,5224851605,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722841693,631,1,2,74,58,7gkglopz9cjsysn2u6sbhuvc5,1,60.1,28.3,2024-09-20T18:32:08.282Z,2024-09-20T18:32:09Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5224851691,141,36.9,5224851695,213,0.94,5224851689,140,64.2,5224851693,212,7.3,5224851687,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722841731,632,1,2,74,59,7gkglopz9cjsysn2u6sbhuvc5,1,64.2,36.9,2024-09-20T18:32:09.114Z,2024-09-20T18:32:10Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5224851913,141,15.5,5224851909,56,Right,5224851911,140,70.5,5224851915,212,16.0,5224851917,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722841827,633,1,2,75,1,7gkglopz9cjsysn2u6sbhuvc5,1,70.5,15.5,2024-09-20T18:32:10.658Z,2024-09-20T18:32:15Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5224852409,141,16.2,5224852413,212,12.1,5224852403,56,Right,5224852405,140,82.0,5224852417,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722841853,634,1,2,75,6,7gkglopz9cjsysn2u6sbhuvc5,0,83.1,10.0,2024-09-20T18:32:15.498Z,2024-09-20T18:32:16Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5224852545,140,75.1,5224852551,213,2.61,5224852543,56,Right,5224852549,212,9.8,5224852547,141,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722841859,735,61,2,75,6,8cfkisxf1fkxdqtt6tx1tup48,1,15.7,88.1,2024-09-20T18:32:16.386Z,2024-09-20T18:32:23Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224852585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722841911,736,1,2,75,9,8cfkisxf1fkxdqtt6tx1tup48,0,23.3,77.0,2024-09-20T18:32:18.634Z,2024-09-20T18:32:19Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5224852869,212,46.5,5224852861,157,,5224852863,56,Center,5224852867,141,59.7,5224852871,213,6.03,5224852873,1,,5224852865,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722842089,635,1,2,75,16,7gkglopz9cjsysn2u6sbhuvc5,0,23.3,40.4,2024-09-20T18:32:25.498Z,2024-09-20T18:32:28Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5224853795,157,,5224853807,1,,5224853801,141,43.9,5224853803,212,48.1,5224853799,140,69.1,5224853797,56,Center,5224853805,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722842113,737,1,2,75,19,8cfkisxf1fkxdqtt6tx1tup48,0,22.5,64.2,2024-09-20T18:32:29.152Z,2024-09-20T18:32:30Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224853925,3,,5224853933,212,10.9,5224853935,213,6.11,5224853929,140,32.7,5224853931,141,61.4,5224853927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722842201,636,13,2,75,23,7gkglopz9cjsysn2u6sbhuvc5,1,70.1,40.9,2024-09-20T18:32:33.355Z,2024-09-20T20:20:17Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5224887121,18,,5224854407,22,,5224887353,103,6.9,5225486665,75,,5225486671,153,,5224854411,56,Center,5224887355,458,,5224887359,147,40.2,5225486675,231,5224887351,102,36.8,5225486669,328,5224887357,146,94.9,5225486673,230,94.9,42.6,5224887119,20,,5225486667,215,,,,,,,,,,
2722842355,739,1,2,75,31,8cfkisxf1fkxdqtt6tx1tup48,1,6.7,53.4,2024-09-20T18:32:40.768Z,2024-09-20T19:05:01Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224855269,212,27.5,5224855261,123,,5224855263,56,Back,5225055477,287,,5224855267,141,20.3,5224855271,213,5.32,5224855265,140,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722842393,740,1,2,75,32,8cfkisxf1fkxdqtt6tx1tup48,1,21.7,20.3,2024-09-20T18:32:41.537Z,2024-09-20T18:32:43Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224855423,140,36.9,5224855425,141,9.1,5224855427,212,17.7,5224855429,213,5.84,5224855421,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722842419,741,1,2,75,33,8cfkisxf1fkxdqtt6tx1tup48,0,36.7,8.2,2024-09-20T18:32:43.377Z,2024-09-20T18:32:44Z,c8exa9vh1xxpieov380g8r3hm,M. Mulder,,,5224855621,56,Right,5224855629,213,0.05,5224855623,140,69.0,5224855627,212,34.0,5224855625,141,10.9,5224855633,1,,5224855619,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722842451,637,12,2,75,35,7gkglopz9cjsysn2u6sbhuvc5,1,16.8,89.7,2024-09-20T18:32:45.299Z,2024-09-20T18:32:46Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5224855769,140,22.1,5224855771,141,100.0,5224855767,56,Back,5224855845,167,,5224855773,212,9.9,5224855775,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722842455,638,5,2,75,36,7gkglopz9cjsysn2u6sbhuvc5,0,27.4,101.7,2024-09-20T18:32:45.850Z,2024-09-20T19:40:32Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5224856653,233,742,5224855781,56,Back,5224855783,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
